subject,predicate,object,truth,katz,kl,jaccard,degree_product,kl_rel,adamic_adar,pra,ks,pathent,predpath,simrank,ensemble_score
http://dbpedia.org/resource/Hermann_Hesse,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.073803,0.0,310.0,0.061489,0.0,0.0,0.041273,-16.1231,0.0,5.1e-05,0.006245824039617655
http://dbpedia.org/resource/William_Faulkner,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.00025,0.099737,0.0,400.0,0.129469,0.0,0.0,0.07781,29.383819,1.0,5.7e-05,0.7880043782235283
http://dbpedia.org/resource/Octavio_Paz,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.072381,0.0,60.0,0.074995,0.0,0.0,0.037215,-18.492326,0.0,2.9e-05,0.0073191147265698605
http://dbpedia.org/resource/J._M._Coetzee,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.005,0.113693,0.0,300.0,0.154011,0.0,1.0,0.059045,943.344466,1.0,0.000106,0.9579303691830959
http://dbpedia.org/resource/Toni_Morrison,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.006375,0.105526,0.0,260.0,0.139396,0.0,1.0,0.055776,2064.92498,1.0,0.000311,0.9745602136250664
http://dbpedia.org/resource/Pablo_Neruda,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.007375,0.066168,0.0,200.0,0.060219,0.0,1.0,0.021191,6157.779989,1.0,0.000185,0.9713971866225241
http://dbpedia.org/resource/Eugene_O'Neill,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.00025,0.09513,0.0,340.0,0.064793,0.0,0.0,0.031737,19.169581,0.0,7e-05,0.0019182799911380297
http://dbpedia.org/resource/Aleksandr_Solzhenitsyn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.066755,0.0,240.0,0.064162,0.0,0.0,0.037124,-16.492331,0.0,5.2e-05,0.006245824039617655
http://dbpedia.org/resource/T._S._Eliot,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.000125,0.072274,0.0,450.0,0.058344,0.0,0.0,0.033092,1.411944,1.0,3.6e-05,0.4403077614552033
http://dbpedia.org/resource/Frans_Eemil_Sillanpää,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.054272,0.0,60.0,0.038656,0.0,0.0,0.017495,-18.492326,0.0,1.3e-05,0.006360927034970153
http://dbpedia.org/resource/Harold_Pinter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.065006,0.0,500.0,0.06537,0.0,0.0,0.038892,-15.433445,0.0,3.3e-05,0.006245824039617655
http://dbpedia.org/resource/Gerhart_Hauptmann,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.059616,0.0,180.0,0.061489,0.0,0.0,0.027493,-16.907367,0.0,2.3e-05,0.002878958720396923
http://dbpedia.org/resource/Thomas_Mann,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.070389,0.0,500.0,0.061489,0.0,0.0,0.030172,-15.433445,0.0,6.2e-05,0.002455171653495432
http://dbpedia.org/resource/Czesław_Miłosz,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.069444,0.0,140.0,0.082662,0.0,0.0,0.051584,-17.269936,0.0,3.2e-05,0.0073191147265698605
http://dbpedia.org/resource/Juan_Ramón_Jiménez,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.063984,0.0,100.0,0.0506,0.0,0.0,0.026634,-17.755362,0.0,7.9e-05,0.002878958720396923
http://dbpedia.org/resource/Ivo_Andrić,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.06057,0.0,190.0,0.056368,0.0,0.0,0.030878,-16.829365,0.0,1.6e-05,0.002878958720396923
http://dbpedia.org/resource/Naguib_Mahfouz,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.000125,0.074,0.0,480.0,0.058772,0.0,0.0,0.03066,1.922982,1.0,4.4e-05,0.4403077614552033
http://dbpedia.org/resource/Sorley_MacLean,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.003875,0.057757,0.0,140.0,0.066617,0.0,1.0,0.031744,1172.207508,1.0,0.000154,0.8991599500910641
http://dbpedia.org/resource/Patrick_White,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.068919,0.0,350.0,0.07563,0.0,0.0,0.045402,-15.948014,0.0,7.6e-05,0.006245824039617655
http://dbpedia.org/resource/José_Saramago,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.00625,0.068864,0.0,290.0,0.055942,0.0,1.0,0.031305,1835.297348,1.0,0.000154,0.8991599500910641
http://dbpedia.org/resource/Naguib_Mahfouz,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.000125,0.074,0.0,480.0,0.058772,0.0,0.0,0.03066,1.922982,1.0,4.4e-05,0.4403077614552033
http://dbpedia.org/resource/Eugene_O'Neill,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.00025,0.09513,0.0,340.0,0.064793,0.0,0.0,0.031737,19.169581,0.0,7e-05,0.0019182799911380297
http://dbpedia.org/resource/Aleksandr_Solzhenitsyn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.066755,0.0,240.0,0.064162,0.0,0.0,0.037124,-16.492331,0.0,5.2e-05,0.006245824039617655
http://dbpedia.org/resource/Wisława_Szymborska,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.059616,0.0,80.0,0.061489,0.0,0.0,0.032728,-18.077289,0.0,1.6e-05,0.002878958720396923
http://dbpedia.org/resource/Alice_Munro,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.00425,0.07143,0.0,250.0,0.085492,0.0,1.0,0.039158,832.72721,1.0,0.000269,0.9579303691830959
http://dbpedia.org/resource/Louise_Glück,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.003875,0.099737,0.0,150.0,0.129469,0.0,1.0,0.061736,1114.925524,1.0,6e-05,0.9579303691830959
http://dbpedia.org/resource/Patrick_Modiano,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.064606,0.0,120.0,0.075897,0.0,0.0,0.057193,-17.492328,0.0,6.5e-05,0.0073191147265698605
http://dbpedia.org/resource/Abdulrazak_Gurnah,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.063277,0.0,150.0,0.05074,0.0,0.0,0.02067,-17.170401,0.0,6.3e-05,0.006360927034970153
http://dbpedia.org/resource/Svetlana_Alexievich,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.069616,0.0,140.0,0.082905,0.0,0.0,0.040242,-17.269936,0.0,2.3e-05,0.0073191147265698605
http://dbpedia.org/resource/Olga_Tokarczuk,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.000125,0.112116,0.0,160.0,0.151131,0.0,0.0,0.057641,7.757289,1.0,3.1e-05,0.6676577787112803
http://dbpedia.org/resource/Pietro_Ubaldi,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.04903,0.0,60.0,0.040387,0.0,0.0,0.018303,-18.492326,0.0,1.3e-05,0.006360927034970153
http://dbpedia.org/resource/William_Golding__William_Golding__1,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.00275,0.100004,0.0,90.0,0.12992,0.0,1.0,0.04433,616.548602,1.0,8.4e-05,0.9579303691830959
http://dbpedia.org/resource/Joseph_Raffael,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/California,1,0.083375,0.065166,0.0,169876.0,0.121933,0.0,0.0,0.049478,2541.796705,0.0,0.000114,0.002248365462091013
http://dbpedia.org/resource/Marco_Sassone,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/California,1,1.235,0.076671,0.000124,315484.0,0.288796,0.734316,1.0,0.043977,3306.033409,1.0,0.000422,0.9067696223132268
http://dbpedia.org/resource/William_T._Wiley,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/California,1,3.786375,0.067303,0.000124,266948.0,0.134115,0.481397,1.0,0.042967,3349.374593,1.0,0.000158,0.8525310283450228
http://dbpedia.org/resource/Albert_Flynn_DeSilver,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/California,1,3.493875,0.061764,0.000124,145608.0,0.148952,0.462333,1.0,0.031765,3241.881056,1.0,0.000195,0.6936136430235477
http://dbpedia.org/resource/Cloyce_Dickerson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/California,1,4.55425,0.050719,8.2e-05,97072.0,0.064336,0.183616,1.0,0.019092,2676.633703,1.0,0.00022,0.844796854503783
http://dbpedia.org/resource/Elizabeth_Bradford_Holbrook,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,0.013375,0.052841,0.0,119955.0,0.075621,0.0,0.0,0.02903,1845.550902,0.0,3.3e-05,0.000881657793747293
http://dbpedia.org/resource/Claudio_Bravo_(painter),http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,0.004125,0.062624,0.0,191928.0,0.083331,0.0,0.0,0.032918,383.914853,0.0,1.2e-05,0.000881657793747293
http://dbpedia.org/resource/T._S._Eliot,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.000125,0.072274,0.0,450.0,0.058344,0.0,0.0,0.033092,1.411944,1.0,3.6e-05,0.4403077614552033
http://dbpedia.org/resource/Pablo_Neruda,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.007375,0.066168,0.0,200.0,0.060219,0.0,1.0,0.021191,6157.779989,1.0,0.000185,0.9713971866225241
http://dbpedia.org/resource/Walter_Mercado,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,3.5375,0.060717,4.2e-05,239910.0,0.088688,0.099153,1.0,0.035241,2423.761855,1.0,0.000119,0.6936136430235477
http://dbpedia.org/resource/Moussa_Sene_Absa,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,0.0095,0.066338,0.0,215919.0,0.148906,0.0,0.0,0.046354,1059.923066,0.0,8.3e-05,0.002248365462091013
http://dbpedia.org/resource/Randall_Schmit,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,4.31125,0.066338,0.000125,143946.0,0.181421,0.434419,1.0,0.054617,2518.468685,1.0,0.000183,0.8525310283450228
http://dbpedia.org/resource/Ágnes_Szokolszky,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,3.53475,0.055713,4.2e-05,95964.0,0.108317,0.099153,1.0,0.024416,2524.124155,1.0,8.8e-05,0.6936136430235477
http://dbpedia.org/resource/Octavio_Paz,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.072381,0.0,60.0,0.074995,0.0,0.0,0.037215,-18.492326,0.0,2.9e-05,0.0073191147265698605
http://dbpedia.org/resource/Anna_Frants,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,3.53275,0.061074,4.2e-05,143946.0,0.09312,0.099153,1.0,0.039963,2422.521564,1.0,7.3e-05,0.8525310283450228
http://dbpedia.org/resource/Enrico_Fermi,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,1,0.10975,0.122951,0.034934,10382.0,0.183633,2.787274,1.0,0.140745,19900.055561,1.0,0.000515,0.9785680744016577
http://dbpedia.org/resource/Hermann_Hesse,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,1,0.0,0.073803,0.0,310.0,0.061489,0.0,0.0,0.041273,-16.1231,0.0,5.1e-05,0.006245824039617655
http://dbpedia.org/resource/Sampat_Shivangi,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_City,1,0.00525,0.05907,0.0,191928.0,0.129923,0.0,0.0,0.034496,640.777657,0.0,3.5e-05,0.000881657793747293
http://dbpedia.org/resource/Harry_Martinson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Peace_Prize,0,0.0,0.048019,0.0,236.0,0.039402,0.0,0.0,0.027573,-16.516578,0.0,3e-05,0.006018536668125575
http://dbpedia.org/resource/George_Minot,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.006625,0.058405,0.0,1790.0,0.073806,0.0,0.0,0.039305,709.416778,0.0,5.3e-05,0.0048840591734373336
http://dbpedia.org/resource/Orhan_Pamuk,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.002375,0.059456,0.0,3401.0,0.057479,0.0,0.0,0.021741,307.707765,0.0,2.8e-05,0.0019182799911380297
http://dbpedia.org/resource/Karl_Adolph_Gjellerup,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.000375,0.056626,0.0,537.0,0.05421,0.0,0.0,0.024202,77.759199,0.0,2.9e-05,0.0019182799911380297
http://dbpedia.org/resource/International_Atomic_Energy_Agency,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.066295,0.0,230.0,0.054175,0.0,0.0,0.03408,-16.553732,0.0,2.8e-05,0.002878958720396923
http://dbpedia.org/resource/Pierre_Curie,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.080425,0.0,180.0,0.08783,0.0,0.0,0.05035,-16.907367,0.0,6.7e-05,0.0073191147265698605
http://dbpedia.org/resource/Charles_Thomson_Rees_Wilson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.000125,0.09726,0.0,180.0,0.102346,0.0,0.0,0.040949,5.876815,0.0,5.8e-05,0.003102149094985562
http://dbpedia.org/resource/Harold_Urey,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.062699,0.0,110.0,0.050595,0.0,0.0,0.025336,-17.617858,0.0,7.7e-05,0.002878958720396923
http://dbpedia.org/resource/Ahmed_Zewail,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.070169,0.0,300.0,0.067576,0.0,0.0,0.044407,-16.170405,0.0,3.2e-05,0.006245824039617655
http://dbpedia.org/resource/Walther_Bothe,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.073084,0.0,150.0,0.060621,0.0,0.0,0.033725,-17.170401,0.0,3.3e-05,0.002878958720396923
http://dbpedia.org/resource/Frédéric_Passy,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.077462,0.0,120.0,0.068885,0.0,0.0,0.0312,-17.492328,0.0,3.6e-05,0.002878958720396923
"http://dbpedia.org/resource/John_William_Strutt,_3rd_Baron_Rayleigh",http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.000125,0.09726,0.0,770.0,0.102346,0.0,0.0,0.051223,6.9254,0.0,2.5e-05,0.002645595237470967
http://dbpedia.org/resource/Wilhelm_Röntgen,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.061267,0.0,190.0,0.050014,0.0,0.0,0.020749,-16.829365,0.0,1.9e-05,0.006360927034970153
http://dbpedia.org/resource/Dario_Fo,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.0005,0.059036,0.0,5907.0,0.056755,0.0,0.0,0.03733,84.835207,0.0,2.3e-05,0.0048840591734373336
http://dbpedia.org/resource/Jacinto_Benavente,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.0005,0.057672,0.0,1281.0,0.056013,0.0,0.0,0.022083,89.410332,0.0,1.6e-05,0.0019182799911380297
http://dbpedia.org/resource/Charles_Édouard_Guillaume,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.000125,0.09726,0.0,110.0,0.102346,0.0,0.0,0.052096,5.521551,0.0,2.9e-05,0.003102149094985562
http://dbpedia.org/resource/Grameen_Bank,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.065309,0.0,70.0,0.066922,0.0,0.0,0.029306,-18.269934,0.0,2.2e-05,0.002878958720396923
http://dbpedia.org/resource/Johannes_Stark,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.000125,0.09726,0.0,170.0,0.102346,0.0,0.0,0.047258,5.835582,0.0,1.7e-05,0.003102149094985562
http://dbpedia.org/resource/Pierre_Curie,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.080425,0.0,180.0,0.08783,0.0,0.0,0.05035,-16.907367,0.0,6.7e-05,0.0073191147265698605
http://dbpedia.org/resource/Feodor_Lynen,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.061581,0.0,80.0,0.067576,0.0,0.0,0.036445,-18.077289,0.0,2e-05,0.0073191147265698605
http://dbpedia.org/resource/Guglielmo_Marconi,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.060679,0.0,150.0,0.068755,0.0,0.0,0.040897,-17.170401,0.0,3.4e-05,0.0073191147265698605
http://dbpedia.org/resource/Charles_Glover_Barkla,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.00025,0.09726,0.0,200.0,0.102346,0.0,0.0,0.049564,24.315847,0.0,7.9e-05,0.005724690419647807
http://dbpedia.org/resource/Jimmy_Carter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.073521,0.0,4700.0,0.059995,0.0,0.0,0.041456,-12.200908,0.0,3.7e-05,0.006245824039617655
http://dbpedia.org/resource/Johannes_Stark,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.00425,0.075727,0.0,3111.0,0.087864,0.0,0.0,0.044457,490.40963,0.0,3.3e-05,0.0048840591734373336
http://dbpedia.org/resource/Feodor_Lynen,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.061581,0.0,80.0,0.067576,0.0,0.0,0.036445,-18.077289,0.0,2e-05,0.0073191147265698605
http://dbpedia.org/resource/Ahmed_Zewail,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.070169,0.0,300.0,0.067576,0.0,0.0,0.044407,-16.170405,0.0,3.2e-05,0.006245824039617655
http://dbpedia.org/resource/Michael_Jackson,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Gary,_Indiana",0,0.178875,0.148443,0.001733,83080.0,0.659307,0.231616,0.0,0.166233,17754.179223,0.0,0.000112,0.023849360435429103
http://dbpedia.org/resource/Ringo_Starr,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Liverpool,0,0.04825,0.091375,0.001293,362950.0,0.221734,1.526792,0.0,0.09892,11225.167018,0.0,9.7e-05,0.023849360435429103
http://dbpedia.org/resource/Ella_Fitzgerald,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Newport_News,_Virginia",0,0.075125,0.143926,0.0,19533.0,0.659307,0.0,0.0,0.140476,6511.267033,0.0,0.00011,0.002248365462091013
http://dbpedia.org/resource/William_Ewart_Gladstone,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Liverpool,0,0.044375,0.096299,0.000623,708050.0,0.234037,1.202246,0.0,0.099144,3680.230461,0.0,4.9e-05,0.023849360435429103
http://dbpedia.org/resource/Stardock,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Livonia,_Michigan",0,0.001625,0.070322,0.0,4212.0,0.059365,0.0,0.0,0.027713,146.224378,0.0,2.7e-05,0.0019182799911380297
