subject,predicate,object,truth,katz,adamic_adar,jaccard,ks,degree_product,kl_rel,kl,pra,pathent,predpath,simrank,ensemble_score
http://dbpedia.org/resource/Virginia_DeMarce,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/1634:_The_Bavarian_Crisis,1,0.0145,0.434294,0.055556,0.352851,70.0,0.77264,0.274796,1.0,12855.457335,1.0,0.007428,0.7578125
http://dbpedia.org/resource/Dayton_Ward,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Summon_the_Thunder,1,0.001375,0.0,0.0,0.0,8.0,0.0,0.0,1.0,429.562529,1.0,0.002486,0.673828125
http://dbpedia.org/resource/Dayton_Ward,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Summon_the_Thunder,1,0.001375,0.0,0.0,0.0,8.0,0.0,0.0,1.0,429.562529,1.0,0.002486,0.673828125
http://dbpedia.org/resource/Alan_E._Nourse,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Bladerunner,1,0.004875,0.113482,0.066667,0.066223,48.0,0.166887,0.148875,1.0,440.344465,1.0,0.004442,0.7578125
http://dbpedia.org/resource/L._Ron_Hubbard,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Battlefield_Earth_(novel),1,0.01,0.261189,0.020408,0.065837,184.0,0.108452,0.12884,1.0,1587.116677,1.0,0.002151,0.759765625
http://dbpedia.org/resource/William_S._Burroughs,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Nova_Express,1,0.014625,0.721348,0.016129,0.244369,290.0,0.302152,0.250267,1.0,3441.387881,1.0,0.002241,0.759765625
http://dbpedia.org/resource/Harry_Harrison_(writer),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Make_Room!_Make_Room!,1,0.003625,0.0,0.0,0.04778,75.0,0.09827,0.099149,1.0,691.865896,1.0,0.00067,0.75390625
http://dbpedia.org/resource/K._W._Jeter,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Blade_Runner_2:_The_Edge_of_Human,1,0.0095,0.480898,0.058824,0.197417,77.0,0.299519,0.18257,1.0,1581.075036,1.0,0.005372,0.7578125
http://dbpedia.org/resource/John_Brunner_(novelist),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Infinitive_of_Go,1,0.00925,0.0,0.0,0.07159,160.0,0.110203,0.103534,1.0,3095.547067,1.0,0.000481,0.7578125
http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Fahrenheit_451,1,0.03525,0.621335,0.009346,0.494986,515.0,0.77264,0.383224,0.0,10846.805033,1.0,0.00231,0.765625
http://dbpedia.org/resource/Michael_Crichton,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Great_Train_Robbery_(novel),1,0.02825,1.116221,0.030303,0.294083,427.0,0.32776,0.211074,1.0,5933.94312,1.0,0.003241,0.763671875
http://dbpedia.org/resource/Douglas_Adams,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Hitchhiker's_Guide_to_the_Galaxy_(novel),1,0.01775,0.558111,0.018182,0.220851,343.0,0.32776,0.211074,1.0,3883.764969,1.0,0.001341,0.76171875
http://dbpedia.org/resource/Neal_Stephenson,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Big_U,1,0.00725,0.621335,0.028571,0.140404,155.0,0.343276,0.23703,1.0,911.418053,1.0,0.003103,0.759765625
http://dbpedia.org/resource/Samuel_R._Delany,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Nova_(novel),1,0.027,0.113482,0.015152,0.348602,252.0,0.77264,0.41906,0.0,9667.656482,1.0,0.001654,0.765625
http://dbpedia.org/resource/Eric_Idle,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Road_to_Mars,1,0.01925,0.0,0.0,0.031545,198.0,0.05705,0.064755,1.0,9885.814757,1.0,0.000112,0.755859375
http://dbpedia.org/resource/Pat_Frank,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Alas,_Babylon",1,0.004875,0.0,0.0,0.390552,32.0,0.77264,0.41906,1.0,2783.545483,1.0,0.000206,0.748046875
http://dbpedia.org/resource/Philip_José_Farmer,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Venus_on_the_Half-Shell,1,0.007875,0.0,0.0,0.028942,114.0,0.061656,0.08327,0.0,1394.88764,1.0,0.000932,0.759765625
http://dbpedia.org/resource/Thomas_Thurston_Thomas,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Flare_(novel),1,0.001125,0.0,0.0,0.056526,12.0,0.148092,0.122867,1.0,218.407612,1.0,0.001134,0.724609375
http://dbpedia.org/resource/John_Norman,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Ghost_Dance_(novel),1,0.00225,0.0,0.0,0.022404,55.0,0.067535,0.08517,1.0,391.502568,1.0,0.00023,0.75390625
http://dbpedia.org/resource/George_Zebrowski,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Macrolife,1,0.00175,0.0,0.0,0.030681,35.0,0.059129,0.075682,1.0,331.958436,1.0,0.001238,0.744140625
http://dbpedia.org/resource/Steven_Barnes,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Beowulf's_Children,1,0.009625,0.513898,0.047619,0.160573,117.0,0.311997,0.194434,1.0,1131.005612,1.0,0.003186,0.759765625
http://dbpedia.org/resource/Ayn_Rand,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Anthem_(novella),1,0.00975,0.0,0.0,0.023309,192.0,0.065886,0.070355,1.0,2428.50336,1.0,0.000227,0.755859375
http://dbpedia.org/resource/John_Peel,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Evolution_(Peel_novel),1,0.003375,0.0,0.0,0.023788,90.0,0.04478,0.05182,1.0,1288.430549,1.0,0.000523,0.75390625
http://dbpedia.org/resource/Mary_Doria_Russell,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Sparrow_(novel),1,0.01475,0.83483,0.117647,0.467495,78.0,0.77264,0.358197,1.0,4523.506348,1.0,0.006181,0.7578125
http://dbpedia.org/resource/Olaf_Stapledon,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Sirius_(novel),1,0.00825,0.113482,0.045455,0.044706,76.0,0.121358,0.114945,1.0,1762.656819,1.0,0.003233,0.7578125
http://dbpedia.org/resource/John_C._Wright_(author),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Golden_Oecumene,1,0.02425,2.000806,0.1875,0.364721,78.0,0.383526,0.239346,1.0,4088.516192,1.0,0.013001,0.7578125
http://dbpedia.org/resource/Stephen_Baxter_(author),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Time's_Eye_(novel),1,0.012,0.0,0.0,0.146939,175.0,0.227628,0.188059,0.0,4466.791889,1.0,0.003891,0.7578125
http://dbpedia.org/resource/Robert_Zubrin,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Case_for_Mars,1,0.006875,0.0,0.0,0.224016,40.0,0.524422,0.383224,1.0,8969.691909,1.0,0.000107,0.75390625
http://dbpedia.org/resource/Richard_K._Morgan,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Broken_Angels_(novel),1,0.01475,1.179446,0.111111,0.291133,84.0,0.348592,0.227211,1.0,1614.030818,1.0,0.009786,0.7578125
http://dbpedia.org/resource/Ursula_K._Le_Guin,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Left_Hand_of_Darkness,1,0.027875,1.126712,0.046154,0.282472,427.0,0.32776,0.211074,0.0,3737.408212,1.0,0.004429,0.763671875
http://dbpedia.org/resource/Buzz_Aldrin,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Encounter_with_Tiber,1,0.0045,0.0,0.0,0.019928,130.0,0.050018,0.059439,1.0,1134.729545,1.0,0.000113,0.7578125
http://dbpedia.org/resource/Gregory_Benford,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Across_the_Sea_of_Suns,1,0.01925,2.606019,0.266667,0.534185,70.0,0.424113,0.269684,1.0,1783.567831,1.0,0.026371,0.7578125
http://dbpedia.org/resource/Hermann_Hesse,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Peter_Camenzind,1,0.009,0.910239,0.030303,0.27334,93.0,0.424113,0.312771,1.0,2584.435235,1.0,0.008451,0.7578125
http://dbpedia.org/resource/Gene_Brewer,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/K-PAX,1,0.0005,0.0,0.0,0.006902,6.0,0.045846,0.057933,1.0,83.866462,1.0,0.000302,0.71484375
http://dbpedia.org/resource/Dave_Wolverton,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Courtship_of_Princess_Leia,1,0.0085,0.0,0.0,0.352246,114.0,0.77264,0.358197,1.0,4673.885405,1.0,0.001472,0.7578125
http://dbpedia.org/resource/Marge_Piercy,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Woman_on_the_Edge_of_Time,1,0.001125,0.0,0.0,0.017536,24.0,0.047786,0.061916,1.0,198.732422,1.0,0.000139,0.732421875
http://dbpedia.org/resource/Bruce_Sterling,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Schismatrix,1,0.00775,0.113482,0.037037,0.080212,96.0,0.148561,0.136332,1.0,1106.844464,1.0,0.002429,0.7578125
http://dbpedia.org/resource/Arthur_C._Clarke,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Time's_Eye_(novel),1,0.029125,0.0,0.0,0.163757,575.0,0.227628,0.188059,0.0,5546.415079,1.0,0.004201,0.759765625
http://dbpedia.org/resource/Greg_Egan,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/An_Unusual_Angle,1,0.009125,0.209149,0.111111,0.030399,75.0,0.076604,0.087555,1.0,706.388978,1.0,0.006738,0.7578125
http://dbpedia.org/resource/A._E._van_Vogt,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_World_of_Null-A,1,0.016375,0.621335,0.02381,0.214059,190.0,0.348592,0.23703,1.0,2424.807024,1.0,0.005162,0.759765625
http://dbpedia.org/resource/Piers_Anthony,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Castle_Roogna,1,0.0345,1.148958,0.047619,0.272276,413.0,0.311997,0.204423,0.0,4715.054272,1.0,0.004471,0.765625
http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Gods_of_Mars,1,0.038625,2.854327,0.03252,0.378,840.0,0.376096,0.274796,0.0,5321.159255,1.0,0.006488,0.765625
http://dbpedia.org/resource/John_Sladek,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Roderick_(novel),1,0.00575,0.113482,0.055556,0.027859,70.0,0.076604,0.087555,1.0,580.851288,1.0,0.002937,0.7578125
http://dbpedia.org/resource/Jonathan_Lethem,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Amnesia_Moon,1,0.016375,1.076455,0.083333,0.286402,120.0,0.348592,0.227211,1.0,2464.428998,1.0,0.006865,0.759765625
http://dbpedia.org/resource/John_Boyd_(author),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Last_Starship_from_Earth,1,0.001,0.0,0.0,0.013014,12.0,0.063237,0.084094,1.0,187.430527,1.0,0.000688,0.724609375
http://dbpedia.org/resource/Karel_Čapek,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Absolute_at_Large,1,0.013125,0.113482,0.035714,0.410828,78.0,0.77264,0.476505,1.0,6983.796224,1.0,0.002468,0.962890625
http://dbpedia.org/resource/Alastair_Reynolds,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Pushing_Ice,1,0.01175,0.113482,0.037037,0.058044,96.0,0.11224,0.108034,1.0,1574.761085,1.0,0.00355,0.7578125
http://dbpedia.org/resource/Dan_Simmons,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Fall_of_Hyperion_(novel),1,0.027375,1.185491,0.107143,0.300399,184.0,0.32776,0.205288,1.0,5551.054571,1.0,0.00608,0.759765625
http://dbpedia.org/resource/Robert_Charles_Wilson,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Vortex_(Wilson_novel),1,0.012625,0.734817,0.125,0.232544,56.0,0.348592,0.250267,1.0,1567.920367,1.0,0.011925,0.7578125
http://dbpedia.org/resource/Janet_Asimov,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Mind_Transfer_(novel),1,0.002,0.0,0.0,0.027663,66.0,0.065506,0.068451,1.0,371.102036,1.0,0.000299,0.75390625
http://dbpedia.org/resource/Eric_Frank_Russell,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Wasp_(novel),1,0.002625,0.0,0.0,0.029264,30.0,0.063237,0.086179,1.0,493.000529,1.0,0.000839,0.740234375
http://dbpedia.org/resource/J._G._Ballard,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Drowned_World,1,0.01275,0.113482,0.021739,0.069918,132.0,0.117607,0.115688,1.0,2735.844905,1.0,0.002402,0.759765625
http://dbpedia.org/resource/Edwin_Balmer,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/When_Worlds_Collide,1,0.00975,0.734817,0.2,0.162747,32.0,0.348592,0.250267,1.0,744.675633,1.0,0.013028,0.748046875
http://dbpedia.org/resource/Clifford_D._Simak,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Way_Station_(novel),1,0.01325,0.113482,0.035714,0.36806,100.0,0.77264,0.41906,1.0,5050.178318,1.0,0.002735,0.76171875
http://dbpedia.org/resource/Dan_Brown,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Digital_Fortress,1,0.011875,0.0,0.0,0.325275,90.0,0.77264,0.358197,1.0,23911.841092,1.0,0.000764,0.75390625
http://dbpedia.org/resource/Garth_Nix,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Skylark_DuQuesne,0,0.00125,0.0,0.0,0.030107,168.0,0.069495,0.080131,0.0,156.284089,0.0,0.000503,0.236328125
http://dbpedia.org/resource/Harry_Turtledove,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Merchant_Princes,0,0.0185,0.171731,0.009434,0.07131,700.0,0.122352,0.125167,0.0,2704.878359,0.0,0.000977,0.248046875
http://dbpedia.org/resource/Edwin_Abbott_Abbott,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Norstrilia,0,0.0,0.0,0.0,0.024044,24.0,0.048913,0.069128,0.0,-19.814253,0.0,9.5e-05,0.224609375
http://dbpedia.org/resource/Alfred_Bester,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Scar_(novel),0,0.0,0.0,0.0,0.026813,161.0,0.065244,0.065615,0.0,-17.068303,0.0,0.000324,0.23828125
http://dbpedia.org/resource/Tony_Rothman,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Darwin's_Radio,0,0.002625,0.113482,0.090909,0.027813,32.0,0.076604,0.0893,0.0,16.115727,0.0,0.005574,0.2421875
http://dbpedia.org/resource/Ian_Stewart_(mathematician),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Infinitive_of_Go,0,0.0,0.0,0.0,0.030811,120.0,0.056543,0.065139,0.0,-17.492328,0.0,8.8e-05,0.234375
http://dbpedia.org/resource/Philip_K._Dick,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Nova_(novel),0,0.013375,0.113482,0.00885,0.048736,440.0,0.09827,0.0964,0.0,1998.459143,0.0,0.001179,0.248046875
http://dbpedia.org/resource/Alan_E._Nourse,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Road_to_Mars,0,0.002875,0.113482,0.071429,0.029426,36.0,0.076604,0.091654,0.0,57.295427,0.0,0.004577,0.2421875
http://dbpedia.org/resource/David_Brin,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Anthem_(novella),0,0.00175,0.0,0.0,0.03015,66.0,0.063237,0.086179,0.0,246.146351,0.0,0.000372,0.232421875
http://dbpedia.org/resource/Frank_Herbert,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/When_Worlds_Collide,0,0.006625,0.113482,0.012821,0.026704,300.0,0.076604,0.0893,0.0,588.059974,0.0,0.002387,0.248046875
http://dbpedia.org/resource/Isaac_Asimov,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Digital_Fortress,0,0.005,0.130387,0.004132,0.041259,1422.0,0.086271,0.095591,0.0,360.953017,0.0,0.000527,0.248046875
http://dbpedia.org/resource/John_C._Wright_(author),http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Alas,_Babylon",0,0.000125,0.0,0.0,0.02918,52.0,0.055584,0.068419,0.0,-10.069762,0.0,0.000197,0.232421875
http://dbpedia.org/resource/Greg_Egan,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Last_Book_in_the_Universe,0,0.004,0.113482,0.05,0.026799,90.0,0.076604,0.086179,0.0,217.500641,0.0,0.002184,0.244140625
http://dbpedia.org/resource/Kurt_Vonnegut,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Last_Starship_from_Earth,0,0.004625,0.113482,0.016393,0.053399,232.0,0.095389,0.104279,0.0,292.435567,0.0,0.000964,0.24609375
http://dbpedia.org/resource/Harry_Harrison_(writer),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/We_(novel),0,0.00525,0.113482,0.030303,0.03612,225.0,0.076604,0.08327,0.0,384.6437,0.0,0.00159,0.24609375
http://dbpedia.org/resource/Anne_McCaffrey,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Blind_Lake_(novel),0,0.004875,0.0,0.0,0.037915,200.0,0.10068,0.098111,0.0,713.190342,0.0,0.001424,0.236328125
http://dbpedia.org/resource/Richard_K._Morgan,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Castle_(novel),0,0.000375,0.0,0.0,0.03232,126.0,0.069989,0.083982,0.0,35.529911,0.0,0.000516,0.234375
http://dbpedia.org/resource/Larry_Niven,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Castle_Roogna,0,0.00525,0.121161,0.016129,0.061102,392.0,0.105271,0.106353,0.0,502.507489,0.0,0.001666,0.248046875
http://dbpedia.org/resource/Dan_Simmons,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Anthem_(novella),0,0.003375,0.113482,0.04,0.029217,69.0,0.076604,0.091654,0.0,127.558192,0.0,0.002768,0.244140625
http://dbpedia.org/resource/William_S._Burroughs,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Infinitive_of_Go,0,0.0005,0.0,0.0,0.032197,290.0,0.070849,0.079872,0.0,71.365896,0.0,0.000224,0.236328125
http://dbpedia.org/resource/John_Sladek,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/A_Canticle_for_Leibowitz,0,0.003625,0.113482,0.0625,0.029483,42.0,0.076604,0.091654,0.0,188.104164,0.0,0.004626,0.24609375
http://dbpedia.org/resource/Fritz_Leiber,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Dreams_of_Dark_and_Light:_The_Great_Short_Fiction_of_Tanith_Lee,0,0.01125,0.365873,0.078947,0.052751,210.0,0.113934,0.10411,0.0,605.435899,0.0,0.003321,0.24609375
http://dbpedia.org/resource/Philip_Wylie,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Begum's_Fortune,0,0.0,0.0,0.0,0.028604,176.0,0.05333,0.061334,0.0,-16.939789,0.0,9.3e-05,0.236328125
http://dbpedia.org/resource/Enrico_Fermi,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.10975,2.787274,0.034934,0.256793,10382.0,0.745349,0.161619,0.0,19900.055561,0.0,0.000471,0.1640625
http://dbpedia.org/resource/Ai_Sugiyama,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Yokohama,0,0.20225,0.238643,0.002497,0.120016,34110.0,0.776247,0.13105,0.0,4231.750056,0.0,0.000192,0.158203125
http://dbpedia.org/resource/Lleyton_Hewitt,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Adelaide,0,0.39025,1.338336,0.001487,0.171162,71424.0,0.776247,0.116376,0.0,3895.954869,0.0,0.000826,0.158203125
http://dbpedia.org/resource/Sage_Group,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Newcastle_upon_Tyne,0,0.0,0.0,0.0,0.034168,22512.0,0.071098,0.063527,0.0,-9.941496,0.0,2.9e-05,0.236328125
http://dbpedia.org/resource/G_Data_CyberDefense,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Bochum,0,0.0,0.0,0.0,0.012994,537.0,0.046845,0.057115,0.0,-15.330449,0.0,1e-05,0.177734375
http://dbpedia.org/resource/H._H._Asquith,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/United_Kingdom,0,0.158875,0.855283,4.9e-05,0.069071,11356788.0,0.222159,0.06936,0.0,2412.532001,0.0,0.000249,0.16796875
http://dbpedia.org/resource/Mari_Alkatiri,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/East_Timor,0,0.044125,0.468332,0.005333,0.140634,10092.0,0.160848,0.111961,0.0,11738.433696,0.0,0.000915,0.248046875
http://dbpedia.org/resource/Elton_Brand,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Philadelphia_76ers,0,0.181875,2.88539,0.002198,0.188081,22175.0,0.614381,0.128405,0.0,3618.420756,0.0,0.002823,0.158203125
http://dbpedia.org/resource/Zach_Randolph,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Portland_Trail_Blazers,0,0.096625,1.442695,0.001754,0.10683,8340.0,0.272636,0.136598,0.0,6864.696152,0.0,0.001886,0.1640625
http://dbpedia.org/resource/Chris_Kaman,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/New_Orleans_Pelicans,0,0.004625,1.442695,0.003279,0.089939,4088.0,0.233689,0.135687,0.0,279.837458,0.0,0.002304,0.248046875
http://dbpedia.org/resource/Brittany_Murphy,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Simon_Monjack,0,0.01225,0.28753,0.040816,0.341551,308.0,0.883004,0.339454,0.0,1534.860345,0.0,0.001231,0.248046875
http://dbpedia.org/resource/Rihanna,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Chris_Brown,0,0.17575,1.504835,0.01061,0.239892,35100.0,0.719584,0.155858,0.0,8315.806363,0.0,0.000447,0.158203125
http://dbpedia.org/resource/2012_(film),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Chiwetel_Ejiofor,0,0.0125,0.0,0.0,0.254112,1050.0,0.893046,0.203582,0.0,3006.880169,0.0,2.5e-05,0.236328125
http://dbpedia.org/resource/Mad_Max,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Steve_Bisley,0,0.00025,0.0,0.0,0.052162,96.0,0.098137,0.101907,0.0,58.962064,0.0,0.000587,0.232421875
