subject,predicate,object,truth,adamic_adar,katz,kl_rel,kl,jaccard,degree_product,simrank,ks,pathent,pra,predpath,ensemble_score
http://dbpedia.org/resource/Camp_Rock,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Joe_Jonas,1,0.40243,0.0175,0.219955,0.133799,0.015625,594.0,0.000845,0.09981,4509.712916,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Camp_Rock,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Alyson_Stoner,1,0.40243,0.010375,0.219955,0.154306,0.033333,220.0,0.000936,0.101638,1256.827297,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/2012_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Chiwetel_Ejiofor,1,0.0,0.0125,0.155537,0.096699,0.0,1050.0,2.6e-05,0.105664,3006.880169,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/2012_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/John_Cusack,1,0.0,0.017125,0.13607,0.086016,0.0,1512.0,2.9e-05,0.097498,4089.022441,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/2012_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Danny_Glover,1,0.0,0.0015,0.133744,0.083074,0.0,2331.0,3.6e-05,0.100609,175.98283,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Spirits_in_the_Forest,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Depeche_Mode,1,0.0,0.07925,0.873369,0.173546,0.0,819.0,0.000722,0.173454,35538.367253,1.0,1.0,0.9708342224313989
http://dbpedia.org/resource/Mad_Max_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Joanne_Samuel,1,0.0,0.003875,0.09742,0.079571,0.0,140.0,0.000207,0.083479,1058.890962,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Doctor_Doctor_(Australian_TV_series),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Steve_Bisley,1,0.0,0.010875,0.136867,0.096346,0.0,1088.0,0.000169,0.093219,2568.41095,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/A_Hard_Day's_Night_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/The_Beatles,1,0.18246,0.053625,0.145081,0.081774,0.002538,3474.0,0.00022,0.058317,4016.879881,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/A_Hard_Day's_Night_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Wilfrid_Brambell,1,0.0,0.00225,0.087027,0.076194,0.0,90.0,0.000113,0.053471,421.867065,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Saturday_Night_and_Sunday_Morning_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Norman_Rossington,1,0.0,0.0045,0.161474,0.110789,0.0,255.0,4.8e-05,0.110403,825.059111,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/The_Compleat_Beatles,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Ringo_Starr,1,0.167903,0.028625,0.144198,0.085187,0.007299,1952.0,0.000274,0.087697,8274.601385,0.0,1.0,0.39077963837227575
"http://dbpedia.org/resource/Dick_Deadeye,_or_Duty_Done",http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Victor_Spinetti,1,0.0,0.004125,0.081852,0.065928,0.0,168.0,0.000108,0.050667,903.713827,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Austin_Powers:_The_Spy_Who_Shagged_Me,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Heather_Graham,1,0.0,0.017125,0.138601,0.104174,0.0,1003.0,3.4e-05,0.090514,6476.304239,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Austin_Powers:_The_Spy_Who_Shagged_Me,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Seth_Green,1,0.0,0.008,0.138601,0.101299,0.0,1377.0,4e-05,0.106849,3769.702561,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Austin_Powers:_The_Spy_Who_Shagged_Me,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Seth_Green,1,0.0,0.008,0.138601,0.101299,0.0,1377.0,4e-05,0.106849,3769.702561,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Om_Shanti_Om,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Kirron_Kher,1,0.089428,0.01475,0.135637,0.100699,0.020833,588.0,0.000824,0.091736,2070.7502,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Om_Shanti_Om,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Shreyas_Talpade,1,0.089428,0.011375,0.131036,0.09479,0.016949,819.0,0.000731,0.095515,1410.60774,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Shut_Up_and_Play_the_Hits,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/LCD_Soundsystem,1,0.251871,0.01375,0.179664,0.111388,0.017241,220.0,0.000763,0.059029,3349.343669,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Aristocats__The_Aristocats__1,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Gary_Dubin,1,0.0,0.004,0.074029,0.081465,0.0,72.0,6e-05,0.032419,853.929197,1.0,1.0,0.9657087088441187
"http://dbpedia.org/resource/The_Late,_Late_Breakfast_Show",http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/John_Peel,1,0.0,0.000125,0.049797,0.073766,0.0,70.0,0.000165,0.030367,0.471693,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Complete_and_Utter_History_of_Britain,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Roddy_Maude-Roxby,1,0.0,0.0005,0.058735,0.072887,0.0,28.0,0.000157,0.02731,49.059858,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Ghostbusters_II,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Annie_Potts,1,0.0,0.00175,0.132916,0.096838,0.0,504.0,4.7e-05,0.075459,393.882639,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Ghostbusters_II,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Dan_Aykroyd,1,0.0,0.0275,0.135437,0.107783,0.0,1148.0,0.000117,0.089017,8943.064889,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Ghostbusters_II,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Harold_Ramis,1,0.0,0.02325,0.131464,0.117168,0.0,546.0,0.000208,0.105228,10592.800122,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Ghostbusters_II,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Sigourney_Weaver,1,0.0,0.00375,0.131735,0.109482,0.0,994.0,4.5e-05,0.083581,1421.961714,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Arnold_Schwarzenegger,1,0.0,0.000875,0.109483,0.083839,0.0,2340.0,2.7e-05,0.082959,127.862779,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Austin_O'Brien,1,0.0,0.004,0.089293,0.075934,0.0,180.0,3.3e-05,0.057195,863.518325,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Charles_Dance,1,0.0,0.000375,0.108993,0.086836,0.0,1500.0,1.6e-05,0.062965,39.202762,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Robert_Prosky,1,0.0,0.007375,0.095908,0.085945,0.0,660.0,2.5e-05,0.059558,1403.038896,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/In_Time,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Amanda_Seyfried,1,0.0,0.008,0.078609,0.070306,0.0,494.0,3.2e-05,0.057304,1911.241027,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/I_Know_Who_Killed_Me,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Lindsay_Lohan,1,0.0,0.010375,0.074311,0.069411,0.0,473.0,7.4e-05,0.053414,3573.145687,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Godzilla_(1998_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Hank_Azaria,1,0.0,0.013,0.145045,0.0906,0.0,882.0,5.5e-05,0.07578,3680.712672,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Godzilla_(1998_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Jean_Reno,1,0.0,0.0005,0.128281,0.089846,0.0,784.0,2e-05,0.091161,98.520866,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Godzilla_(1998_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Maria_Pitillo,1,0.0,0.0,0.075708,0.070134,0.0,154.0,2.6e-05,0.043672,-17.132433,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Godzilla_(1998_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Michael_Lerner_(actor),1,0.0,0.000375,0.142678,0.093263,0.0,574.0,2.6e-05,0.096661,51.915316,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Dennis_Quaid,1,0.0,0.01425,0.092915,0.066627,0.0,1079.0,3.4e-05,0.064055,2921.004228,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Fred_Ward,1,0.0,0.01075,0.138601,0.095253,0.0,741.0,3.4e-05,0.104148,2701.97467,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Pamela_Reed,1,0.0,0.0065,0.118835,0.090554,0.0,377.0,4e-05,0.077619,1547.629949,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Kim_Stanley,1,0.0,0.000125,0.123557,0.095317,0.0,143.0,4.3e-05,0.060347,5.545956,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Sam_Shepard,1,0.0,0.0155,0.131441,0.082903,0.0,1118.0,3.3e-05,0.085663,3674.35431,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Veronica_Cartwright,1,0.0,0.000875,0.142728,0.100383,0.0,325.0,2.6e-05,0.082606,369.065861,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Predator_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Arnold_Schwarzenegger,1,0.0,0.00125,0.150471,0.097447,0.0,1521.0,2.6e-05,0.077918,178.935045,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Predator_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Jesse_Ventura,1,0.0,0.0,0.056957,0.050978,0.0,377.0,3.9e-05,0.03618,-15.840806,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/It_Chapter_Two,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Bill_Hader,1,0.434294,0.005,0.213697,0.14204,0.016393,840.0,0.000372,0.098972,82.636044,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Drunk_History,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Michael_Cera,1,0.0,0.000625,0.199707,0.113746,0.0,880.0,3.9e-05,0.101301,177.633323,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Clerks_II,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Brian_O'Halloran,1,0.0,0.01425,0.196296,0.129309,0.0,168.0,0.000498,0.138234,16406.904962,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Clerks_II,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Jeff_Anderson,1,0.0,0.01525,0.190531,0.129309,0.0,144.0,0.000651,0.150218,18439.763637,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Rockpalast_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Piano,1,0.0,0.424,0.10197,0.061017,0.0,23589.0,0.000105,0.030077,3290.314584,1.0,1.0,0.9708342224313989
http://dbpedia.org/resource/Ed_Wood_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Bill_Murray,1,0.0,0.00125,0.101558,0.078265,0.0,666.0,2e-05,0.07068,176.810251,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Ed_Wood_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Johnny_Depp,1,0.0,0.0045,0.141382,0.086663,0.0,783.0,3.4e-05,0.07207,1547.243682,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Ed_Wood_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Martin_Landau,1,0.0,0.001375,0.116442,0.084248,0.0,657.0,2.3e-05,0.072516,392.031011,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Ed_Wood_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Sarah_Jessica_Parker,1,0.0,0.001,0.109381,0.083751,0.0,423.0,2.6e-05,0.058235,229.781254,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Anthony_Michael_Hall,1,0.0,0.005,0.079113,0.064723,0.0,280.0,1.7e-05,0.048163,1040.884226,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Johnny_Depp,1,0.0,0.0025,0.144387,0.093819,0.0,870.0,2.2e-05,0.090373,432.279224,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Vincent_Price,1,0.0,0.018875,0.127447,0.08723,0.0,1130.0,2.4e-05,0.070312,3472.44204,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Camp_Rock,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Daniel_Fathers,1,0.0,0.002625,0.071217,0.068392,0.0,88.0,0.00017,0.033547,660.016373,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Om_Shanti_Om,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Arjun_Rampal,1,0.089428,0.01425,0.14204,0.096888,0.014493,1029.0,0.000681,0.109576,1687.434103,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/True_Detective,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Rachel_McAdams,1,0.0,0.013375,0.138379,0.092748,0.0,1610.0,3.5e-05,0.078722,3475.329879,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Mean_Girls,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Zac_Efron,0,0.0,0.0,0.069709,0.066697,0.0,220.0,2.2e-05,0.047537,-16.617861,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Mean_Girls,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Jasmine_Richards,0,0.0,0.0,0.047961,0.060192,0.0,25.0,8.1e-05,0.026638,-19.75536,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Aristocats,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Meaghan_Martin,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,-20.698776,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Predator_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Joanne_Samuel,0,0.0,0.00025,0.071909,0.074889,0.0,130.0,1.4e-05,0.055867,15.705267,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Kill_Bill:_Volume_1,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/John_Lennon,0,0.0,0.000375,0.07617,0.059518,0.0,3762.0,1.9e-05,0.039651,23.443163,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Victor_Spinetti,0,0.0,0.0,0.073373,0.062261,0.0,240.0,1.6e-05,0.047704,-16.492331,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Love_Actually,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Dan_Aykroyd,0,0.0,0.0025,0.078874,0.065736,0.0,2132.0,1.9e-05,0.062304,486.879193,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Superbad,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Lindsay_Lohan,0,0.0,0.000375,0.081203,0.072673,0.0,559.0,3e-05,0.044,33.805838,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/High_School_Musical_2,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Hank_Azaria,0,0.0,0.000125,0.076922,0.06865,0.0,693.0,3e-05,0.043636,3.32301,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Love_Actually,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Dennis_Quaid,0,0.0,0.0015,0.123762,0.080007,0.0,2158.0,1.6e-05,0.071018,259.046666,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Kill_Bill:_Volume_1,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Sam_Shepard,0,0.0,0.000875,0.128221,0.08818,0.0,1634.0,3.8e-05,0.094684,152.968438,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Superbad,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Brian_O'Halloran,0,0.0,0.0,0.084843,0.069322,0.0,182.0,3e-05,0.054356,-16.891426,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Camp_Rock,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Anthony_Michael_Hall,0,0.0,0.0,0.077458,0.067473,0.0,308.0,3.8e-05,0.067253,-16.132438,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Kill_Bill:_Volume_1,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Will_Ferrell,0,0.0,0.0005,0.120118,0.07784,0.0,1748.0,2.6e-05,0.055831,51.758559,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Joe_Jonas,0,0.0,0.0,0.070616,0.061569,0.0,540.0,2.1e-05,0.041737,-15.322415,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Michael_Lerner_(actor),0,0.0,0.0005,0.085829,0.067194,0.0,820.0,2e-05,0.064894,51.028137,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Bill_Nighy,0,0.0,0.00025,0.079277,0.062072,0.0,1600.0,1.9e-05,0.051914,17.33243,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Om_Shanti_Om,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Nick_Jonas,0,0.0,0.000125,0.089,0.066564,0.0,1764.0,1.7e-05,0.045272,-4.642684,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Ed_Wood_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Tim_Burns_(writer),0,0.0,0.000125,0.073079,0.077524,0.0,81.0,2.3e-05,0.043933,1.37292,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Nick_Jonas,0,0.0,0.00025,0.1169,0.077011,0.0,1092.0,2.1e-05,0.070538,18.117478,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/A_Hard_Day's_Night_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Amanda_Peet,0,0.0,0.000125,0.0711,0.06757,0.0,396.0,1.6e-05,0.043999,2.065711,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Aristocats,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Lucas_Grabeel,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,-20.151288,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Om_Shanti_Om,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Michael_Cera,0,0.0,0.0,0.067055,0.053484,0.0,924.0,1.6e-05,0.029621,-14.547494,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Kevin_Smith,0,0.0,0.000125,0.135527,0.089175,0.0,880.0,2.2e-05,0.052444,8.814156,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Camp_Rock,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Shah_Rukh_Khan,0,0.0,0.0,0.060287,0.050937,0.0,1056.0,1.2e-05,0.038891,-14.354852,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Rachel_McAdams,0,0.0,0.000375,0.096985,0.080425,0.0,350.0,1.6e-05,0.066211,39.532945,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Saul_Bellow,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.0,0.061321,0.07492,0.0,280.0,8e-05,0.037123,-16.26994,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Camilo_José_Cela,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.0,0.052579,0.056252,0.0,100.0,3.7e-05,0.028627,-17.755362,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Sivaji_Ganesan,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Chennai,0,1.104488,0.66475,0.792259,0.112296,0.001334,791612.0,0.000766,0.176397,7500.1245,0.0,0.0,0.18213411703820107
http://dbpedia.org/resource/Backbone_Entertainment,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Vancouver,0,0.0,0.005625,0.069993,0.060296,0.0,192281.0,1e-05,0.028635,562.528384,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Khamtai_Siphandone,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Laos,0,0.908652,0.154,0.803319,0.131095,0.003836,21924.0,0.001095,0.198904,21322.931357,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Rasheed_Wallace,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Detroit_Pistons,0,1.442695,0.049875,0.254681,0.119013,0.001188,18860.0,0.001352,0.070324,3434.611653,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Samuel_Dalembert,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Philadelphia_76ers,0,1.442695,0.13625,0.313047,0.128405,0.001111,12418.0,0.00313,0.108673,3450.31618,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/K._W._Jeter,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Blade_Runner_2:_The_Edge_of_Human,0,0.480898,0.0095,0.893046,0.2943,0.058824,77.0,0.005208,0.435098,1581.075036,0.0,0.0,0.15853834961347307
