subject,predicate,object,truth,adamic_adar,degree_product,jaccard,katz,kl,kl_rel,ks,pathent,simrank,pra,predpath,ensemble_score
http://dbpedia.org/resource/Blake_Lively,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Ryan_Reynolds,1,0.345976,1798.0,0.011111,0.016625,0.124727,0.209766,0.108979,3621.361479,0.000205,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Carmen_Ejogo,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Tricky_(musician),1,0.0,780.0,0.0,0.01875,0.064501,0.067821,0.030619,29073.372478,6.5e-05,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Ronald_Cheng,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Charlene_Choi,1,0.0,1147.0,0.0,0.011375,0.088976,0.104892,0.067081,3680.499256,0.000842,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Jesse_James_(entrepreneur),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Sandra_Bullock,1,0.0,406.0,0.0,0.0135,0.058361,0.055714,0.038807,4900.014353,5.9e-05,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Susannah_Harker,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Iain_Glen,1,0.434294,765.0,0.015385,0.011375,0.138228,0.245457,0.105911,1694.256076,0.000403,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Jackie_Lou_Blanco,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Ricky_Davao,1,0.328459,407.0,0.021277,0.00425,0.130626,0.202061,0.11311,287.574778,0.001703,0.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Kim_Jones_(digital_creative),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Jericho_Rosales,1,0.0,140.0,0.0,0.0055,0.048375,0.045908,0.019843,1243.833046,0.000191,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Jennica_Garcia,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Alwyn_Uytingco,1,0.251032,140.0,0.090909,0.017375,0.101821,0.120773,0.095269,1282.375999,0.003031,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/BB_Gandanghari,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Carmina_Villarroel,1,0.0,425.0,0.0,0.006,0.083014,0.090068,0.074957,1170.918935,0.000502,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Tonton_Gutierrez,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Glydel_Mercado,1,0.0,110.0,0.0,0.00425,0.092383,0.08768,0.065161,1097.112376,0.000735,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Ricky_Davao,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Jackie_Lou_Blanco,1,0.328459,407.0,0.021277,0.00425,0.155221,0.202061,0.132326,274.006676,0.001181,0.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Bernard_Palanca,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Meryll_Soriano,1,0.0,144.0,0.0,0.004375,0.115236,0.128295,0.089618,889.970731,0.001033,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Eddie_Mesa,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Rosemarie_Gil,1,1.485168,88.0,0.357143,0.034125,0.162062,0.250721,0.234102,3660.813053,0.011331,0.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Dita_Von_Teese,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Marilyn_Manson,1,0.300102,792.0,0.012195,0.031,0.116159,0.181824,0.09071,20232.591236,0.000582,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Ricky_Groves,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Hannah_Waterman,1,0.0,27.0,0.0,0.00175,0.09114,0.086171,0.029229,464.179833,0.001465,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Emmanuel_Mallia,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Romania,1,0.114896,54216.0,0.000166,1.0915,0.050845,0.054426,0.021614,4939.844707,0.000103,1.0,0.0,0.7310585786300049
http://dbpedia.org/resource/Diego_Rivera,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Frida_Kahlo,1,0.225606,550.0,0.044444,0.03025,0.106969,0.090361,0.056838,5055.95284,0.001451,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Stephen_Dunham,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Alexondra_Lee,1,0.675897,96.0,0.111111,0.0085,0.174871,0.223672,0.125528,794.419134,0.004617,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Alfred_Stieglitz,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Georgia_O'Keeffe,1,0.0,95.0,0.0,0.002875,0.076969,0.052809,0.032757,582.657575,0.000222,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Paul_Ramirez_Jonas,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Janine_Antoni,1,0.0,12.0,0.0,0.00075,0.083765,0.058275,0.022225,147.037202,0.000192,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Charlie_Sheen,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Brooke_Mueller,1,0.0,240.0,0.0,0.010625,0.060528,0.052152,0.036842,3069.778214,8.4e-05,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Mike_Mills_(director),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Miranda_July,1,0.0,154.0,0.0,0.008,0.071905,0.063662,0.039909,4937.297421,0.000103,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Paul_Brach,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Miriam_Schapiro,1,0.0,16.0,0.0,0.001125,0.062872,0.043225,0.016335,214.566189,0.000528,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Olivier_Martinez,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Halle_Berry,1,0.621335,1160.0,0.012987,0.015625,0.149928,0.307068,0.132953,3523.951411,0.000548,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Leon_Golub,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nancy_Spero,1,0.304643,42.0,0.181818,0.00675,0.123996,0.092246,0.042202,304.416295,0.00891,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/King_Moody,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Rachel_Rosenthal,1,0.0,35.0,0.0,0.0015,0.063257,0.053689,0.031327,279.225547,0.00013,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Lawrence_Alloway,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Sylvia_Sleigh,1,0.099153,56.0,0.071429,0.004625,0.076301,0.07677,0.034631,351.070006,0.002978,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Carmine_Giovinazzo,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Vanessa_Marcil,1,0.0,156.0,0.0,0.003375,0.077807,0.077521,0.049584,790.894001,9.1e-05,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Jenny_Mollen,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Jason_Biggs,1,0.513898,396.0,0.022727,0.009125,0.155221,0.273717,0.102886,1573.591401,0.000918,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/David_Lauren,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Lauren_Bush,1,0.0,70.0,0.0,0.0035,0.054271,0.049478,0.026645,1340.986755,0.00101,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Kevin_Federline,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Britney_Spears,1,0.480898,685.0,0.007092,0.053625,0.125009,0.262407,0.139906,7102.978756,0.001295,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Deryck_Whibley,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Avril_Lavigne,1,1.039009,2376.0,0.019417,0.045625,0.141474,0.270773,0.176368,21430.66627,0.000825,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Daniela_Lavender,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Ben_Kingsley,1,0.0,530.0,0.0,0.0145,0.063536,0.06303,0.038347,2710.634842,3e-05,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Brian_McFadden,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Kerry_Katona,1,0.0,261.0,0.0,0.009125,0.062558,0.052901,0.026121,6470.871797,0.000268,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Debbie_Rowe,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michael_Jackson,1,0.0,1876.0,0.0,0.115375,0.05106,0.055187,0.0275,6574.689843,0.000262,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Alan_Ferguson_(director),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Solange_Knowles,1,0.0,132.0,0.0,0.018625,0.072748,0.079254,0.013796,25431.586585,0.000362,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Christina_Milian,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/The-Dream,1,0.378923,4410.0,0.006849,0.047875,0.120583,0.230198,0.086808,26256.173371,0.000391,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Pete_Wentz,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Ashlee_Simpson,1,0.0,1113.0,0.0,0.0125,0.08524,0.06516,0.026009,4623.013437,0.000322,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Toya_Johnson,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Lil_Wayne,1,0.126739,1040.0,0.003802,0.090375,0.0692,0.08392,0.034801,6999.242953,0.000516,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Mia_Tyler,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Papa_Roach,1,0.0,441.0,0.0,0.016375,0.057828,0.058622,0.024567,21332.623411,0.000308,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Hannah_Quinlivan,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Jay_Chou,1,0.567819,432.0,0.090909,0.03225,0.107401,0.14109,0.082926,7329.162404,0.001653,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Bud_Westmore,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Martha_Raye,1,0.103934,196.0,0.029412,0.01025,0.071665,0.08008,0.040685,1215.053157,0.000961,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Jess_Barker,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Susan_Hayward,1,0.0,590.0,0.0,0.008875,0.065861,0.071275,0.044046,1670.700152,0.000152,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Mary_Lawrence_(actress),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Delmer_Daves,1,0.0,315.0,0.0,0.02,0.055773,0.059773,0.02786,14799.696796,9.7e-05,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Chris_Coghill,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Lisa_Faulkner,1,0.883168,168.0,0.083333,0.008125,0.179052,0.273717,0.152661,693.170658,0.003602,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Katy_Perry__Katy_Perry__1,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Russell_Brand,1,0.0,235.0,0.0,0.00025,0.077627,0.08711,0.037806,24.8545,3e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Anna_Torv,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Mark_Valley,1,0.269283,306.0,0.029412,0.007375,0.132507,0.174277,0.075019,1061.613343,0.000758,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Mozelle_Britton,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Alan_Dinehart,1,0.610345,344.0,0.040816,0.020125,0.141567,0.285941,0.144516,2000.445853,0.001288,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Craig_Conway_(actor),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Jill_Halfpenny,1,0.0,140.0,0.0,0.00325,0.070261,0.065705,0.050233,763.546189,0.000148,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Charles_Vidor,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Karen_Morley,1,0.0,1271.0,0.0,0.00925,0.079058,0.088831,0.073535,1725.663047,0.000287,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Phil_Elverum,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michelle_Williams_(actress),1,0.0,400.0,0.0,0.0,0.0548,0.051108,0.032769,-15.75537,3.3e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Ronald_Cheng,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Charlene_Choi,1,0.0,1147.0,0.0,0.011375,0.088976,0.104892,0.067081,3680.499256,0.000842,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Lloyd_Gough,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Karen_Morley,1,0.0,279.0,0.0,0.00525,0.067195,0.061221,0.041676,918.121596,0.00025,1.0,1.0,0.7310585786300049
http://dbpedia.org/resource/Glenn_Ong,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Dan_Craig,0,0.0,7.0,0.0,0.0,0.043503,0.030823,0.006976,-21.59186,5e-06,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Zoe_Salmon,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Ezel_Akay,0,0.0,77.0,0.0,0.000125,0.078191,0.078184,0.025515,1.784513,4.4e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Elsa_Pataky,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Cris_Alexander,0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,-20.22929,0.0,0.0,0.0,0.7309272865269574
http://dbpedia.org/resource/Jemima_Goldsmith,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/James_Franco,0,0.0,950.0,0.0,0.0,0.055204,0.058636,0.032873,-14.507459,2.2e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Kris_Aquino,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Marco_Khan,0,0.0,208.0,0.0,0.0,0.052008,0.040559,0.022504,-16.698781,1.4e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Aarón_Díaz,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Jason_Biggs,0,0.0,528.0,0.0,0.0,0.064943,0.07173,0.044162,-15.354837,3.2e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Stephen_Dunham,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Avril_Lavigne,0,0.0,864.0,0.0,0.001,0.066441,0.075751,0.037058,157.409494,3.9e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Kevin_Federline,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Karen_Elson,0,0.0,30.0,0.0,0.0,0.053414,0.044982,0.025457,-19.492325,2.7e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Jemima_Goldsmith,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/James_Franco,0,0.0,950.0,0.0,0.0,0.055204,0.058636,0.032873,-14.507459,2.2e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Stephen_Dunham,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/James_Yap,0,0.0,324.0,0.0,0.0,0.048168,0.043534,0.020315,-16.059375,1.1e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Saul_Williams,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Alexondra_Lee,0,0.0,184.0,0.0,0.0,0.077727,0.065009,0.039331,-16.875658,8.1e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Eminem,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Travis_Barker,0,0.612686,21669.0,0.006173,0.023,0.119534,0.216639,0.131413,15206.166376,0.000397,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Eminem,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Emmy_Rossum,0,0.0,5126.0,0.0,0.000875,0.06545,0.06104,0.049358,134.506896,2.5e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Katy_Perry,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Ruben_Studdard,0,0.0,2052.0,0.0,0.011,0.083903,0.072936,0.041802,8632.80046,0.00011,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Jeffrey_Dean_Morgan,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Samuel_West,0,0.0,1295.0,0.0,0.0,0.075624,0.083756,0.073911,-14.060519,3.7e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Nick_Zano,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Michael_C._Hall,0,0.0,240.0,0.0,0.0,0.059092,0.057542,0.037098,-16.492331,7.1e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Knut_Hamsun,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,200.0,0.0,0.0,0.068576,0.061587,0.041247,-16.755365,0.000191,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Elias_Canetti,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,70.0,0.0,0.0,0.053668,0.043896,0.026566,-18.269934,2e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Dwight_D._Eisenhower,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Denison,_Texas",0,0.0,30177.0,0.0,0.07425,0.194434,0.76573,0.183203,3913.880517,9.6e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Prince_(musician),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Minneapolis,0,8.81445,583950.0,0.00952,0.68625,0.114465,0.76573,0.189634,11171.535029,0.000394,0.0,0.0,0.26894142137017013
http://dbpedia.org/resource/Ray_Charles,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Beverly_Hills,_California",0,0.0,56674.0,0.0,0.113875,0.133498,0.861649,0.157159,3448.375402,7e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Benjamin_Franklin,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Philadelphia,0,3.219892,445005.0,0.000983,1.3515,0.100015,0.861649,0.194034,11507.424896,0.00074,0.0,0.0,0.26894142137011817
http://dbpedia.org/resource/Nelson_Rockefeller,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_York_City,0,0.931455,1007622.0,0.000166,4.694875,0.090208,0.861649,0.152238,6117.718212,0.000387,0.0,0.0,0.26894142137810584
http://dbpedia.org/resource/IntelliCorp_(software),http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Menlo_Park,_California",0,0.084576,770.0,0.006329,0.011,0.066614,0.064364,0.025509,1105.857397,0.000543,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Cecil_Rhodes,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Cape_Colony,0,0.378923,8401.0,0.003322,0.04725,0.151467,0.861649,0.217621,4754.480321,0.000447,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Väinö_Tanner,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Finland,0,0.294014,82644.0,0.000145,0.0085,0.078568,0.159198,0.090107,1185.247958,0.000472,0.0,0.0,0.26894142136999616
http://dbpedia.org/resource/Shaun_Livingston,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Miami_Heat,0,1.442695,7917.0,0.002519,0.017,0.131141,0.235918,0.081621,2086.660113,0.002129,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Mad_Max,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Joanne_Samuel,0,0.0,30.0,0.0,0.000375,0.115611,0.101431,0.046754,77.371141,0.000411,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Austin_O'Brien,0,0.0,180.0,0.0,0.004,0.312771,0.847962,0.313632,863.518325,4.1e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Predator_(film),http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Bill_Duke,0,0.0,494.0,0.0,0.00075,0.085089,0.098826,0.057766,81.294504,2.9e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/William_Henry_Bragg,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Penn_Badgley,0,0.0,161.0,0.0,0.0,0.055684,0.048871,0.022065,-17.068303,0.000111,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Pervasive_Software,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Stacey_Dash,0,0.0,261.0,0.0,0.0,0.053339,0.042053,0.015679,-16.371317,4.4e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Mike_Bryan,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Long_Branch,_New_Jersey",0,0.0,17556.0,0.0,0.001625,0.058609,0.039598,0.020846,122.342166,0.000101,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/John_Lennon,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Houston,0,0.249543,691218.0,0.000271,0.011875,0.075957,0.156012,0.052055,629.094811,4.5e-05,0.0,0.0,0.26894142137043026
http://dbpedia.org/resource/Benjamin_Franklin,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Minneapolis,0,0.0,125950.0,0.0,0.0025,0.058395,0.080673,0.045356,188.411677,0.000113,0.0,0.0,0.2689414213699951
