subject,predicate,object,truth,degree_product,adamic_adar,ks,katz,kl_rel,kl,jaccard,predpath,pathent,simrank,pra,ensemble_score
http://dbpedia.org/resource/Rambler_(portal),http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Russia,1,614224.0,0.959055,0.123568,11.65775,0.793121,0.086539,0.000104,1.0,2555.523665,0.000618,1.0,1.0
http://dbpedia.org/resource/SeatGeek,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/New_York_(state),1,84476.0,0.099153,0.022877,2.09925,0.088893,0.050508,4.7e-05,1.0,2653.325961,0.000124,0.0,1.0
http://dbpedia.org/resource/Custom_Ink,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Virginia,1,36375.0,0.594325,0.103854,1.213375,0.664915,0.10109,0.00055,1.0,3477.557509,0.000381,1.0,1.0
http://dbpedia.org/resource/DiscoverCars.com,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Latvia,1,6690.0,0.267557,0.099758,0.68175,0.664915,0.114814,0.000896,1.0,4229.093126,0.000749,1.0,1.0
http://dbpedia.org/resource/Good_Deeds_Global,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Texas,1,44364.0,0.107367,0.012423,1.662875,0.047671,0.047854,9e-05,1.0,4725.869233,0.000442,0.0,1.0
http://dbpedia.org/resource/FaceKoo,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/China,1,48360.0,0.103222,0.076543,2.564,0.793121,0.093564,6.2e-05,1.0,3246.252149,0.00047,1.0,1.0
http://dbpedia.org/resource/Hub_Culture,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/China,1,177320.0,0.0,0.025823,0.017,0.078117,0.057047,0.0,1.0,1555.963676,1.5e-05,0.0,1.0
http://dbpedia.org/resource/Shop.ca,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Toronto,1,43880.0,0.591033,0.103537,1.336,0.664915,0.099209,0.000228,1.0,6987.973137,0.0012,1.0,1.0
http://dbpedia.org/resource/Lexulous,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/India,1,287340.0,0.12285,0.068098,13.288375,0.664915,0.082087,1.4e-05,1.0,3255.778631,0.000712,1.0,1.0
http://dbpedia.org/resource/ConnectU,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Massachusetts,1,55464.0,0.223645,0.026101,0.31475,0.116182,0.058704,0.000288,1.0,3735.604486,0.000163,0.0,1.0
http://dbpedia.org/resource/Underground_Printing,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Michigan,1,40630.0,0.264505,0.086732,1.2235,0.664915,0.099972,0.000246,1.0,3508.147867,0.000264,1.0,1.0
http://dbpedia.org/resource/TouchWave,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Palo_Alto,_California",1,1776.0,0.0,0.021673,0.00525,0.086478,0.07397,0.0,1.0,695.729925,0.00014,0.0,1.0
http://dbpedia.org/resource/Shop.ca,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Ontario,1,76820.0,0.591033,0.041821,0.861375,0.090116,0.078621,0.00013,1.0,3734.906178,0.001221,1.0,1.0
http://dbpedia.org/resource/Eventbrite,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/San_Francisco,1,37450.0,0.116484,0.098037,0.76,0.743445,0.104331,0.000187,1.0,3874.51073,0.000298,1.0,1.0
http://dbpedia.org/resource/VRV_(streaming_service),http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/San_Francisco,1,80250.0,0.3001,0.09481,1.22325,0.664915,0.104331,0.000559,1.0,2707.690745,0.000104,1.0,1.0
http://dbpedia.org/resource/Epicentric,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/San_Francisco,1,53500.0,0.116484,0.088849,0.790375,0.664915,0.104331,0.000187,1.0,2797.840574,9.4e-05,1.0,1.0
http://dbpedia.org/resource/Unite_Asia,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Hong_Kong,1,8544.0,0.0,0.079429,0.816125,0.743445,0.106839,0.0,0.0,4354.949038,0.000694,1.0,1.0
http://dbpedia.org/resource/Hub_Culture,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Hong_Kong,1,46992.0,0.0,0.035645,0.011875,0.078117,0.061723,0.0,1.0,1273.932614,3e-05,0.0,1.0
http://dbpedia.org/resource/BloomNation,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Santa_Monica,_California",1,4002.0,0.0,0.095151,0.199375,0.743445,0.122012,0.0,0.0,2764.083641,0.000165,1.0,1.0
http://dbpedia.org/resource/U2opia_Mobile,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Singapore,1,3850.0,0.0,0.00248,0.010375,0.024241,0.051457,0.0,1.0,1258.948898,3.3e-05,0.0,1.0
http://dbpedia.org/resource/Lexulous,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Kolkata,1,13716.0,0.212278,0.081801,1.427125,0.664915,0.109409,0.000583,1.0,3631.993081,0.000815,1.0,1.0
http://dbpedia.org/resource/Blipfoto,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Edinburgh,1,9195.0,0.108585,0.08996,0.653625,0.743445,0.110769,0.000326,1.0,3945.053745,0.000449,1.0,1.0
http://dbpedia.org/resource/Coincheck,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Tokyo,1,25420.0,0.504066,0.103204,1.88125,0.664915,0.102491,0.000315,1.0,3801.364727,0.001051,1.0,1.0
http://dbpedia.org/resource/MetaTV,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Sausalito,_California",1,285.0,0.084576,0.012624,0.02175,0.075143,0.057545,0.010309,1.0,4630.114588,0.000958,0.0,1.0
http://dbpedia.org/resource/GuideDoc,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Barcelona,1,5488.0,0.0,0.024353,0.002375,0.089245,0.071468,0.0,0.0,273.086507,0.000252,0.0,1.0
http://dbpedia.org/resource/Live_Well_Financial,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Richmond,_Virginia",1,3302.0,0.0,0.009415,0.07975,0.069913,0.047787,0.0,1.0,3684.390522,0.000385,0.0,1.0
http://dbpedia.org/resource/Good_Deeds_Global,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Houston,1,13964.0,0.107367,0.017252,0.212125,0.095438,0.054136,0.000286,1.0,3060.123934,0.000156,0.0,1.0
http://dbpedia.org/resource/Dacadoo,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Zürich,1,21280.0,0.0,0.026559,0.00625,0.057242,0.057474,0.0,1.0,701.76386,1.9e-05,0.0,1.0
http://dbpedia.org/resource/Yasni,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Frankfurt,1,8554.0,0.241075,0.098725,0.238375,0.664915,0.123331,0.00163,1.0,3756.965775,0.000284,1.0,1.0
http://dbpedia.org/resource/CD_Universe,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Wallingford,_Connecticut",1,158.0,0.0,0.008167,0.0,0.030203,0.052004,0.0,0.0,-17.095437,5.6e-05,0.0,1.0
http://dbpedia.org/resource/S3_Group,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Espoo,0,1035.0,0.0,0.008751,0.00025,0.037509,0.063043,0.0,0.0,22.191445,1.2e-05,0.0,1.0
http://dbpedia.org/resource/Clickability,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Mountain_View,_California",0,1145.0,0.0,0.026119,0.002875,0.058564,0.062046,0.0,1.0,340.829882,9.3e-05,0.0,1.0
http://dbpedia.org/resource/Rogue_Wave_Software,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Salt_Lake_City,0,2676.0,0.0,0.011691,0.0005,0.055347,0.054831,0.0,0.0,33.252818,6e-05,0.0,1.0
http://dbpedia.org/resource/Siebel_Systems,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Burlington,_Ontario",0,1610.0,0.0,0.01369,0.0,0.033265,0.052314,0.0,0.0,-13.746415,2e-05,0.0,1.0
http://dbpedia.org/resource/Adobe_Inc.,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/California,0,3179108.0,1.032883,0.063771,0.061375,0.105484,0.078701,0.000123,0.0,3245.743513,0.000183,0.0,1.0
http://dbpedia.org/resource/Dell,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Helsinki,0,86617.0,0.0,0.023754,0.001125,0.036982,0.055769,0.0,0.0,106.423934,1.2e-05,0.0,1.0
http://dbpedia.org/resource/Google,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Brno,0,294096.0,0.0,0.034563,0.000875,0.057301,0.085622,0.0,0.0,97.383701,1.2e-05,0.0,1.0
http://dbpedia.org/resource/Esri,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Shreveport,_Louisiana",0,7406.0,0.0,0.020961,0.000125,0.084639,0.072689,0.0,0.0,9.26914,2e-05,0.0,1.0
http://dbpedia.org/resource/Financial_Navigator,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Kawasaki,_Kanagawa",0,870.0,0.0,0.013087,0.0,0.0327,0.049301,0.0,0.0,-14.634366,1.9e-05,0.0,1.0
http://dbpedia.org/resource/Big_Fish_Games,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Buenos_Aires,0,85698.0,0.0,0.010129,0.0,0.028122,0.048147,0.0,0.0,-8.014879,3e-06,0.0,1.0
http://dbpedia.org/resource/Picnik,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/New_York_City,0,143946.0,0.0,0.018442,0.03075,0.053887,0.048977,0.0,1.0,2237.162624,3.7e-05,0.0,1.0
http://dbpedia.org/resource/Backbone_Entertainment,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Berkeley,_California",0,59118.0,0.0,0.026897,0.001125,0.094818,0.072946,0.0,0.0,133.634272,2.6e-05,0.0,1.0
http://dbpedia.org/resource/Platform_Computing,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Princeton_Junction,_New_Jersey",0,144.0,0.0,0.013214,0.000125,0.042036,0.051501,0.0,0.0,-7.06381,0.000117,0.0,1.0
http://dbpedia.org/resource/G_Data_CyberDefense,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Bellevue,_Washington",0,588.0,0.0,0.008868,0.00025,0.03897,0.067153,0.0,0.0,23.624229,5e-05,0.0,1.0
http://dbpedia.org/resource/Wipro,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Austin,_Texas",0,51128.0,0.0,0.028988,0.0045,0.05169,0.059494,0.0,0.0,422.585603,4.7e-05,0.0,1.0
http://dbpedia.org/resource/Qlik,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Montreal,0,68568.0,0.0,0.021647,0.01375,0.049988,0.054753,0.0,0.0,1205.316208,3.4e-05,0.0,1.0
http://dbpedia.org/resource/Condusiv_Technologies,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Sunnyvale,_California",0,702.0,0.0,0.013692,0.007875,0.046606,0.070984,0.0,0.0,907.116289,0.000139,0.0,1.0
http://dbpedia.org/resource/Platform_Computing,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/United_States,0,1637388.0,0.0,0.033076,0.23675,0.068054,0.053805,0.0,0.0,2887.419946,5.3e-05,0.0,1.0
http://dbpedia.org/resource/KickApps,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/List_of_Fist_of_the_North_Star_characters,0,9.0,0.0,0.010175,0.0,0.021147,0.048908,0.0,0.0,-21.22929,3.2e-05,0.0,1.0
http://dbpedia.org/resource/Kaspersky_Lab,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Bryan,_Texas",0,2331.0,0.084576,0.015253,0.00675,0.050581,0.059578,0.007634,0.0,475.835539,0.000102,0.0,1.0
http://dbpedia.org/resource/Apple_Inc.,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Lafayette,_California",0,18684.0,0.0,0.020117,0.00375,0.053933,0.069808,0.0,0.0,377.419121,6.9e-05,0.0,1.0
http://dbpedia.org/resource/Pär_Lagerkvist,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,60.0,0.0,0.017705,0.000125,0.043515,0.068668,0.0,0.0,-1.090469,0.000223,0.0,1.0
http://dbpedia.org/resource/Mike_Bryan,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Camarillo,_California",0,12540.0,0.0,0.016252,0.001625,0.040188,0.066417,0.0,0.0,124.038441,0.000105,0.0,1.0
http://dbpedia.org/resource/David_Ferrer,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Alicante,0,8120.0,0.099809,0.117067,0.058625,0.603464,0.155117,0.003759,0.0,4044.654929,0.00014,0.0,1.0
http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Hanover,0,126528.0,0.490306,0.119411,0.13375,0.540058,0.133498,0.002356,0.0,4386.061666,5.9e-05,0.0,1.0
http://dbpedia.org/resource/Lester_B._Pearson,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Ottawa,0,107480.0,1.132373,0.058974,0.013,0.097092,0.087865,0.001101,0.0,995.14375,0.000679,0.0,1.0
http://dbpedia.org/resource/Kwame_Nkrumah,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Ghana,0,726237.0,6.38583,0.113953,0.073375,0.185548,0.09567,0.002496,0.0,6256.602552,0.000971,0.0,1.0
http://dbpedia.org/resource/Chandrika_Kumaratunga,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Sri_Lanka,0,802821.0,8.403072,0.144011,0.40175,0.184481,0.09073,0.002503,0.0,6054.664186,0.00185,0.0,1.0
http://dbpedia.org/resource/Rasheed_Wallace,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/New_York_Knicks,0,18584.0,1.442695,0.03331,0.049875,0.058189,0.119222,0.001205,0.0,3919.661571,0.00175,0.0,1.0
http://dbpedia.org/resource/Shawn_Marion,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Toronto_Raptors,0,5392.0,1.442695,0.043922,0.012375,0.058189,0.133099,0.002841,0.0,1429.392968,0.002038,0.0,1.0
http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Denver_Nuggets,0,9008.0,1.442695,0.029482,0.008625,0.058189,0.124588,0.00173,0.0,823.442574,0.00255,0.0,1.0
http://dbpedia.org/resource/Tanith_Lee,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Dreams_of_Dark_and_Light:_The_Great_Short_Fiction_of_Tanith_Lee,0,222.0,0.0,0.151395,0.009,0.372915,0.358197,0.0,0.0,2218.518665,0.000692,0.0,1.0
http://dbpedia.org/resource/Gregory_Benford,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Across_the_Sea_of_Suns,0,70.0,2.606019,0.369809,0.01925,0.372915,0.383224,0.266667,0.0,1783.567831,0.028104,0.0,1.0
http://dbpedia.org/resource/Edward_Scissorhands,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Vincent_Price,0,1130.0,0.0,0.084806,0.018875,0.330215,0.1746,0.0,0.0,3472.44204,1.7e-05,0.0,1.0
http://dbpedia.org/resource/IBM,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Rational_Software,0,6440.0,3.202928,0.096766,0.015125,0.079952,0.198991,0.012821,0.0,189.624585,0.003132,0.0,1.0
http://dbpedia.org/resource/Dolly_Parton,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/New_York_City,0,3526677.0,0.0,0.050082,0.0275,0.067773,0.065877,0.0,0.0,10625.517911,4.2e-05,0.0,1.0
http://dbpedia.org/resource/Samantha_Stosur,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/New_York_City,0,1055604.0,0.836724,0.050611,0.0085,0.080001,0.074694,8.3e-05,0.0,337.986028,0.000235,0.0,1.0
http://dbpedia.org/resource/Quentin_Tarantino,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Minsk,0,68255.0,0.0,0.019204,0.0,0.042106,0.055882,0.0,0.0,-8.342751,7e-06,0.0,1.0
http://dbpedia.org/resource/Dolly_Parton,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Caracas,0,219471.0,0.0,0.025186,0.0,0.040129,0.056832,0.0,0.0,-6.662641,1.1e-05,0.0,1.0
http://dbpedia.org/resource/Anthony_Quinn,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Anna_Faris,0,4522.0,0.0,0.023813,0.0,0.032387,0.075678,0.0,0.0,-12.256612,7.4e-05,0.0,1.0
http://dbpedia.org/resource/Dean_Martin,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Hollywood,_Florida",0,20176.0,0.0,0.027861,0.000375,0.051021,0.063041,0.0,0.0,19.229757,5.1e-05,0.0,1.0
http://dbpedia.org/resource/Dell,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Basel,0,25345.0,0.0,0.025338,0.0,0.037706,0.058678,0.0,0.0,-9.770604,1.3e-05,0.0,1.0
http://dbpedia.org/resource/Dario_Fo,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Hoboken,_New_Jersey",0,6996.0,0.0,0.020599,0.0,0.040627,0.066383,0.0,0.0,-11.627121,2.4e-05,0.0,1.0
http://dbpedia.org/resource/Stephen_Dunham,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Berkeley,_California",0,12024.0,0.09904,0.029211,0.093,0.053945,0.06137,0.000987,0.0,3253.247273,0.000121,0.0,1.0
http://dbpedia.org/resource/Dwight_D._Eisenhower,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Emmy_Rossum,0,10538.0,0.0,0.018903,0.000375,0.042505,0.066987,0.0,0.0,39.718298,5.6e-05,0.0,1.0
http://dbpedia.org/resource/Ascend_Communications,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/StumbleUpon,0,4.0,0.0,0.00817,0.0,0.021514,0.061126,0.0,0.0,-22.399215,4.1e-05,0.0,1.0
http://dbpedia.org/resource/Kakuei_Tanaka,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Right_Media,0,560.0,0.0,0.012978,0.0,0.028473,0.052045,0.0,0.0,-15.269949,1.4e-05,0.0,1.0
http://dbpedia.org/resource/John_Kessel,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Canada,0,475328.0,0.0,0.023264,0.014875,0.059928,0.05476,0.0,0.0,1519.81203,3.2e-05,0.0,1.0
http://dbpedia.org/resource/Google,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Lansdale,_Pennsylvania",0,23232.0,0.0,0.02031,0.000125,0.040043,0.071602,0.0,0.0,3.039764,6.3e-05,0.0,1.0
http://dbpedia.org/resource/Yahoo!,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Mountain_View,_California",0,20381.0,0.0,0.054551,0.0025,0.059754,0.089117,0.0,0.0,318.585275,0.00015,0.0,1.0
http://dbpedia.org/resource/Adobe_Inc.,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Ottawa,0,351997.0,0.0,0.034671,0.00125,0.064876,0.063002,0.0,0.0,118.885754,1.9e-05,0.0,1.0
http://dbpedia.org/resource/Pervasive_Software,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/San_Francisco,0,48150.0,0.0,0.032716,0.01175,0.060573,0.065643,0.0,0.0,1323.96833,5.9e-05,0.0,1.0
