subject,predicate,object,truth,katz,jaccard,kl_rel,degree_product,adamic_adar,kl,ks,pathent,simrank,pra,predpath,ensemble_score
http://dbpedia.org/resource/Carlos_Delfino,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/U.S._Victoria_Libertas_Pallacanestro,1,0.004,0.005376,0.073474,2580.0,0.165361,0.082002,0.058882,318.46846,0.00029,0.0,1.0,0.9489969608256382
http://dbpedia.org/resource/Tomáš_Satoranský,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.111125,0.002837,0.487958,13740.0,2.88539,0.132761,0.242225,3585.036692,0.002764,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Scoonie_Penn,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.00925,0.0,0.082525,7587.0,0.0,0.074563,0.062887,1295.749815,0.000193,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Burlington_City_High_School,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Devil,1,0.0,0.0,0.027482,135.0,0.0,0.05023,0.014463,-17.322403,1.9e-05,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Tayshaun_Prince,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.054,0.003322,0.333772,5901.0,1.442695,0.136398,0.147505,4214.649455,0.002052,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Harrison_Barnes,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Sacramento_Kings,1,0.053875,0.001145,0.333772,17080.0,1.442695,0.11844,0.109807,3799.375906,0.002247,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Asjha_Jones,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.0045,0.0,0.054139,10564.0,0.0,0.062323,0.024787,678.459067,0.00011,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Shaun_Livingston,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.1425,0.0,0.134925,17346.0,0.0,0.085429,0.072972,3835.318252,0.000399,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Bradley_Beal,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.117125,0.001427,0.487958,10305.0,1.442695,0.132761,0.176517,3595.759104,0.002317,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Kentavious_Caldwell-Pope,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.018375,0.001433,0.333772,8244.0,1.442695,0.121573,0.105146,2161.072101,0.003063,0.0,1.0,0.9557617863717273
http://dbpedia.org/resource/Kristaps_Porziņģis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.02675,0.001422,0.333772,11679.0,1.442695,0.121573,0.111602,3201.856396,0.001784,0.0,0.0,0.5406730306643888
http://dbpedia.org/resource/Popeye_Jones,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.090375,0.001727,0.333772,9571.0,1.442695,0.124588,0.117482,4182.325138,0.002097,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Larry_Drew,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,1,0.012125,0.001845,0.333772,6372.0,1.442695,0.125503,0.119517,1354.027124,0.002513,0.0,1.0,0.9489969608256382
http://dbpedia.org/resource/Joe_Dumars,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Sacramento_Kings,1,0.152875,0.0,0.090708,16226.0,0.0,0.073724,0.064021,3866.077859,0.000273,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Kurt_Rambis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,1,0.025,0.002601,0.333772,11340.0,2.88539,0.120175,0.180531,2691.950543,0.003684,0.0,1.0,0.956562143029336
http://dbpedia.org/resource/Derek_Fisher,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Sparks,1,0.07225,0.004329,0.646573,3655.0,0.176264,0.15697,0.138705,5047.660233,0.000452,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Anthony_Parker,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,1,0.06925,0.002445,0.333772,11749.0,1.442695,0.13105,0.139208,4114.709054,0.001061,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Kyle_Korver,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Brooklyn_Nets,1,0.202125,0.0,0.487958,12456.0,0.0,0.132633,0.098282,3731.558922,0.000321,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Juan_Toscano-Anderson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.13725,0.001193,0.333772,10738.0,1.442695,0.11891,0.11098,3591.741373,0.002288,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Grand_Rapids_Gold,1,0.03675,0.004237,0.646573,4340.0,0.160451,0.156742,0.138021,4423.426457,0.000342,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Bob_Myers,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.021125,0.0,0.134925,7434.0,0.0,0.085429,0.075832,3467.269521,0.000347,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Randy_Ayers,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Phoenix_Suns,1,0.00575,0.0,0.081982,4960.0,0.0,0.074509,0.04542,807.286796,0.000195,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Hunterdon_Central_Regional_High_School,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Devil,1,0.0,0.0,0.033216,105.0,0.0,0.065822,0.019511,-17.684972,1.5e-05,0.0,1.0,0.9098499824663002
http://dbpedia.org/resource/DeMarcus_Cousins,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.027375,0.001718,0.333772,11260.0,1.442695,0.124588,0.113429,3616.604453,0.00191,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Rudy_Tomjanovich,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,1,0.066875,0.0,0.073592,5264.0,0.0,0.069616,0.040067,4318.495319,0.000318,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Tyson_Chandler,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1,0.026875,0.003817,0.333772,10605.0,2.88539,0.126299,0.200395,3395.699627,0.003,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Tyson_Chandler,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1,0.026875,0.003817,0.333772,10605.0,2.88539,0.126299,0.200395,3395.699627,0.003,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Steven_Adams,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.01,0.003413,0.333772,3653.0,1.442695,0.136398,0.12294,1159.80464,0.002259,0.0,1.0,0.9489969608256382
http://dbpedia.org/resource/Kyle_Kuzma,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.02175,0.001435,0.333772,7557.0,1.442695,0.121573,0.110265,2718.279518,0.002715,0.0,0.0,0.5400036128216469
http://dbpedia.org/resource/Masai_Ujiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,1,0.055625,0.0,0.56192,5729.0,0.0,0.146626,0.145149,4516.299432,0.000216,0.0,1.0,0.9436245100039158
http://dbpedia.org/resource/John_Lucas_III,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,1,0.119125,0.0,0.079918,14364.0,0.0,0.072736,0.05031,3410.160957,0.00034,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Nazr_Mohammed,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Blue,1,0.000125,0.0,0.081414,4539.0,0.0,0.069194,0.039594,5.246831,0.000234,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Ivan_Toplak__CareerStation__7,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Stanford_University,1,0.0025,0.000322,0.122322,3104.0,0.296974,0.080595,0.021362,14.686085,0.000748,0.0,1.0,0.9489969608256382
http://dbpedia.org/resource/Michael_Malone_(basketball),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.157,0.0,0.646573,3378.0,0.0,0.136365,0.117442,4253.303506,0.000264,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Damian_Lillard,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.1805,0.001736,0.487958,11676.0,1.442695,0.136598,0.183657,6863.531606,0.001162,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Brian_Shaw,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,1,0.086875,0.0,0.091423,11151.0,0.0,0.078715,0.05433,3927.780695,0.000269,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Aaron_Gordon,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.105125,0.001727,0.333772,9571.0,1.442695,0.124588,0.121383,3699.181274,0.001562,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Sy_Rosenthal,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Red_Sox,1,0.257125,0.0,0.559993,2607.0,0.0,0.128744,0.08566,3938.280354,5.3e-05,1.0,1.0,0.939149586270658
http://dbpedia.org/resource/Al_Horford,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Celtics,1,0.040875,0.002525,0.333772,16233.0,2.88539,0.119855,0.177739,3519.727568,0.002907,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Elston_Turner,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,1,0.012625,0.0,0.077481,6016.0,0.0,0.075152,0.038402,1730.334389,0.000206,0.0,0.0,0.5058078634897977
http://dbpedia.org/resource/Doc_Rivers,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Philadelphia_76ers,1,0.275375,0.0,0.646573,17740.0,0.0,0.128405,0.114678,4430.139489,0.000327,1.0,1.0,0.9275589610540461
http://dbpedia.org/resource/Clifford_Ray,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,1,0.104125,0.0,0.07123,6798.0,0.0,0.06877,0.03713,3673.194177,0.000441,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Steve_Kerr,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.260625,0.0,0.646573,20650.0,0.0,0.129591,0.137842,4834.760168,0.000293,1.0,1.0,0.9388491055014273
http://dbpedia.org/resource/Scott_Brooks,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.013625,0.0,0.082707,11120.0,0.0,0.07588,0.049116,2081.136794,0.000202,0.0,1.0,0.9421758823890425
http://dbpedia.org/resource/Shane_Battier,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Miami_Heat,1,0.026375,0.002488,0.333772,9802.0,1.442695,0.131141,0.11892,3487.458071,0.001704,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Vitaly_Potapenko,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.007625,0.0,0.077065,4496.0,0.0,0.070735,0.039001,1190.553834,0.000203,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Luis_Scola,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Pallacanestro_Varese,1,0.0335,0.00431,0.51605,6090.0,0.165361,0.158398,0.123293,4550.565075,0.000223,0.0,1.0,0.9558015943542206
http://dbpedia.org/resource/Eric_Bledsoe,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.093375,0.001751,0.333772,8896.0,1.442695,0.124783,0.106884,3965.227291,0.002736,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Roy_Rogers_(basketball),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.011625,0.0,0.079643,7784.0,0.0,0.074243,0.035047,1577.28378,0.0002,0.0,1.0,0.9352283519620221
http://dbpedia.org/resource/Gregg_Popovich,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/San_Antonio_Spurs,1,0.160625,0.001848,0.646573,6360.0,0.318929,0.137497,0.216817,4865.348474,0.000768,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Ed_Stefanski,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,1,0.21525,0.0,0.56192,3280.0,0.0,0.129713,0.105269,3761.214602,0.000525,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Gerald_Green,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Rio_Grande_Valley_Vipers,1,0.0365,0.004016,0.074085,4389.0,0.160451,0.078896,0.05385,4436.135247,0.000546,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Michael_Finley,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1,0.09,0.001923,0.333772,8080.0,1.442695,0.126299,0.117582,4411.667434,0.002275,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Sam_Cassell,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Philadelphia_76ers,1,0.03,0.0,0.079519,16853.0,0.0,0.071689,0.043517,3683.493539,0.000316,0.0,1.0,0.9436245100039158
http://dbpedia.org/resource/Amir_Johnson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/NBA_G_League_Ignite,1,0.015875,0.035088,0.333772,738.0,1.603146,0.184955,0.168864,2088.256674,0.003716,1.0,1.0,0.9524351284351728
http://dbpedia.org/resource/Kenny_Payne,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,1,0.02125,0.0,0.095273,10504.0,0.0,0.076146,0.058961,2808.196044,0.000213,0.0,1.0,0.9440151350039158
http://dbpedia.org/resource/Earl_Watson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,1,0.055625,0.0,0.073345,5392.0,0.0,0.068264,0.034881,4493.870315,0.00027,1.0,1.0,0.9396704196039913
http://dbpedia.org/resource/Sam_Presti,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,1,0.006625,0.005291,0.269285,744.0,0.910239,0.136531,0.116159,731.666113,0.005021,0.0,1.0,0.9489969608256382
http://dbpedia.org/resource/Brent_Barry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/San_Antonio_Spurs,1,0.092125,0.001832,0.333772,9010.0,1.442695,0.125533,0.13104,4596.948384,0.001731,1.0,1.0,0.9527539542748091
http://dbpedia.org/resource/Monta_Ellis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,0,0.005625,0.0,0.107386,4381.0,0.0,0.087602,0.062389,793.060385,0.00029,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Raymond_Felton,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,0,0.03825,0.0,0.098611,18860.0,0.0,0.073305,0.05555,3425.356508,0.000253,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/JJ_Redick,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,0,0.0175,0.0,0.086222,12386.0,0.0,0.073769,0.064833,2386.273214,0.000269,0.0,0.0,0.508976442959394
http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Brooklyn_Nets,0,0.0225,0.001406,0.333772,13840.0,1.442695,0.121466,0.116267,2559.924306,0.001389,0.0,0.0,0.5400036128216469
"http://dbpedia.org/resource/Mike_Miller_(basketball,_born_1980)",http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,0,0.0335,0.0,0.09076,15694.0,0.0,0.070061,0.047848,3546.080124,0.000279,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Carlos_Delfino,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Miami_Heat,0,0.005625,0.0,0.080448,5655.0,0.0,0.063072,0.036541,686.155994,0.000172,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0,0.02,0.0,0.094601,9820.0,0.0,0.074434,0.048032,2611.704481,0.000221,0.0,0.0,0.5092144581923689
http://dbpedia.org/resource/Gerald_Green,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,0,0.009875,0.0,0.097708,7201.0,0.0,0.077301,0.044109,1308.578732,0.000209,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Nazr_Mohammed,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0,0.073625,0.0,0.487958,8347.0,0.0,0.138958,0.101601,4268.109727,0.000288,0.0,1.0,0.9436245100039158
http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,0,0.00525,0.0,0.078397,6016.0,0.0,0.071985,0.049274,672.541142,0.000222,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Shaun_Livingston,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,0,0.021,0.0,0.080511,12978.0,0.0,0.063906,0.047887,2810.569088,0.000234,0.0,0.0,0.510274501035111
http://dbpedia.org/resource/Mike_Dunleavy_Jr.,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,0,0.029875,0.0,0.07733,9452.0,0.0,0.067923,0.044096,3518.19122,0.000327,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Metta_Sandiford-Artest,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,0,0.041375,0.0,0.093664,22140.0,0.0,0.072655,0.039795,3551.012403,0.00027,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Luke_Ridnour,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,0,0.01,0.0,0.09888,3348.0,0.0,0.081218,0.058278,1502.539179,0.000306,0.0,0.0,0.5058078634897977
http://dbpedia.org/resource/Ben_Gordon,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,0,0.00725,0.0,0.093709,9008.0,0.0,0.073297,0.053358,956.949477,0.000176,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Pau_Gasol,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,0,0.017875,0.0,0.091129,18579.0,0.0,0.075162,0.060774,2846.760186,0.000225,0.0,0.0,0.510274501035111
http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Chicago_Bulls,0,0.010375,0.0,0.077814,10320.0,0.0,0.071533,0.033309,1415.896301,0.00024,0.0,0.0,0.5058078634897977
http://dbpedia.org/resource/Chris_Kaman,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,0,0.004125,0.0,0.100136,5306.0,0.0,0.083245,0.054932,510.115257,0.00016,0.0,0.0,0.5058346798513538
"http://dbpedia.org/resource/Mike_Miller_(basketball,_born_1980)",http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,0,0.0335,0.0,0.09076,15694.0,0.0,0.070061,0.047848,3546.080124,0.000279,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Elton_Brand,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,0,0.02,0.0,0.087136,8425.0,0.0,0.073808,0.053172,2802.789039,0.000278,0.0,0.0,0.510274501035111
http://dbpedia.org/resource/Carlos_Delfino,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,0,0.0075,0.0,0.07389,5640.0,0.0,0.064963,0.033565,953.520846,0.000234,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Al_Jefferson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,0,0.006,0.0,0.073047,2790.0,0.0,0.068097,0.040415,864.716094,0.000265,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Chris_Kaman,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0,0.006375,0.0,0.09243,6874.0,0.0,0.080098,0.064734,862.704647,0.000194,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Carmelo_Anthony,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,0,0.0405,0.0,0.09241,21984.0,0.0,0.071689,0.053893,3569.068252,0.000209,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Shaun_Livingston,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_Orleans_Pelicans,0,0.01425,0.0,0.082586,6132.0,0.0,0.075398,0.049499,1994.073257,0.000312,0.0,1.0,0.9421758823890425
http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Celtics,0,0.009875,0.0,0.076378,12368.0,0.0,0.068029,0.03195,1260.004049,0.000222,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/C._S._Lewis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oxford,0,0.206875,0.001386,0.597008,72436.0,1.531574,0.121371,0.157545,4041.410001,0.000399,0.0,0.0,0.5406730306643888
http://dbpedia.org/resource/Anton_Rop,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Slovenia,0,0.129875,0.00037,0.115154,113386.0,0.972153,0.086141,0.071494,4489.03539,0.001587,0.0,0.0,0.5406730306643888
http://dbpedia.org/resource/Abdul_Qadir_Bajamal,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Yemen,0,0.028625,0.000676,0.100924,23440.0,0.207457,0.086045,0.069138,5363.361317,0.001154,0.0,0.0,0.5406730306643888
http://dbpedia.org/resource/Eric_Flint,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/1635:_The_Cannon_Law,0,0.035375,0.105263,0.614381,320.0,1.477931,0.302793,0.340855,5891.041874,0.007207,0.0,0.0,0.5406730306643888
http://dbpedia.org/resource/Buzz_Aldrin,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Encounter_with_Tiber,0,0.0045,0.0,0.614381,130.0,0.0,0.383224,0.24819,1134.729545,9.2e-05,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Love_Actually,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Liam_Neeson,0,0.02,0.0,0.605241,2574.0,0.0,0.178727,0.153089,3616.410656,2.3e-05,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Austin_Powers:_The_Spy_Who_Shagged_Me,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Seth_Green,0,0.008,0.0,0.083413,1377.0,0.0,0.101299,0.067142,3769.702561,3.9e-05,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Silicon_Graphics,http://dbpedia.org/ontology/team,"http://dbpedia.org/resource/Peru,_Indiana",0,0.0,0.0,0.052847,1500.0,0.0,0.06658,0.028374,-13.848515,5.4e-05,0.0,1.0,0.9352551683235781
