subject,predicate,object,truth,adamic_adar,degree_product,jaccard,kl,katz,kl_rel,ks,pra,pathent,simrank,predpath,ensemble_score
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Bloemfontein,1,0.222232,39150.0,0.002358,0.089528,0.005125,0.171303,0.049107,1.0,435.961493,6e-05,1.0,0.6549814912409576
http://dbpedia.org/resource/Anton_Chekhov,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Taganrog,1,1.590353,24288.0,0.009585,0.127806,0.0165,0.256856,0.195987,1.0,1264.35766,0.00133,1.0,0.6549814912409576
http://dbpedia.org/resource/Aaliyah,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Marsh_Harbour,1,0.5092,432.0,0.033333,0.169129,0.006625,0.24745,0.099381,1.0,387.993775,0.001591,1.0,0.4946184480400608
http://dbpedia.org/resource/Ivan_Bunin,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,1,0.090548,181206.0,9.9e-05,0.059537,0.959125,0.110449,0.042775,1.0,2341.764899,0.000466,1.0,0.5344310750501664
http://dbpedia.org/resource/Alexander_Kerensky,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ulyanovsk,1,0.352956,2728.0,0.008475,0.120329,0.00875,0.23975,0.094595,1.0,1009.951541,0.000359,1.0,0.6549814912409576
http://dbpedia.org/resource/Ernst_Mayr,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Kempten,1,0.0,714.0,0.0,0.068498,0.000375,0.088773,0.030663,0.0,26.146593,5.6e-05,1.0,0.8164454978020229
http://dbpedia.org/resource/Austen_Henry_Layard,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,1,0.712288,342030.0,0.000131,0.074978,0.06475,0.203318,0.078408,1.0,4371.957919,0.000296,1.0,0.5344310750501664
http://dbpedia.org/resource/Douglas_Adams,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Santa_Barbara,_California",1,0.0,36456.0,0.0,0.076004,0.0035,0.133753,0.057773,1.0,453.765184,2.1e-05,1.0,0.5190070878513596
http://dbpedia.org/resource/James_Wilkinson,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Benedict,_Maryland",1,0.220624,112.0,0.032258,0.144532,0.002875,0.174987,0.061051,0.0,65.662631,0.001663,0.0,0.341486972553597
http://dbpedia.org/resource/Arthur_de_Gobineau,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ville-d'Avray,1,0.0,209.0,0.0,0.091498,0.000875,0.117683,0.057426,1.0,107.208995,0.000798,1.0,0.8173796010628925
"http://dbpedia.org/resource/Francis_II,_Holy_Roman_Emperor",http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Florence,1,0.0,39204.0,0.0,0.074637,0.000375,0.117967,0.053134,0.0,75.799935,3.7e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/John_A._Roebling,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Mühlhausen,1,0.0,231.0,0.0,0.095347,0.0,0.092443,0.048283,0.0,-16.547472,7.1e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Cornelius_Johnson_(artist),http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Utrecht,1,0.105762,2444.0,0.001629,0.069679,0.06625,0.126003,0.035727,1.0,4277.485803,0.000358,1.0,0.4946184480400608
http://dbpedia.org/resource/John_A._Macdonald,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ottawa,1,0.71473,174655.0,0.001091,0.092233,0.406375,0.271685,0.136899,1.0,2875.252436,0.00044,1.0,0.5344310750501664
http://dbpedia.org/resource/John_A._Roebling,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/New_York_City,1,0.360674,167937.0,4.2e-05,0.07216,0.0055,0.170577,0.051095,1.0,456.799696,0.000329,1.0,0.5344310750501664
http://dbpedia.org/resource/James_Wilkinson,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Mexico_City,1,0.700454,124180.0,0.000673,0.106414,0.7095,0.805068,0.144121,1.0,3476.420921,0.00024,1.0,0.4946184480400608
http://dbpedia.org/resource/Arthur_de_Gobineau,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Turin,1,0.12629,13959.0,0.000782,0.06225,0.026875,0.106684,0.042252,1.0,4577.412179,6.9e-05,0.0,0.3256628416554516
http://dbpedia.org/resource/Frédéric_Bastiat,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Rome,1,0.146887,107117.0,0.000158,0.062315,0.139,0.12102,0.036324,1.0,9899.634759,8.1e-05,1.0,0.4946184480400608
http://dbpedia.org/resource/Adelaide_of_Italy,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Orbe,1,0.0,273.0,0.0,0.065462,0.000125,0.047284,0.013433,0.0,0.045584,2.7e-05,0.0,0.4480191728013845
"http://dbpedia.org/resource/Albert_VII,_Archduke_of_Austria",http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Wiener_Neustadt,1,0.0,930.0,0.0,0.06119,0.0,0.060215,0.042898,0.0,-14.538156,3.1e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Irenaeus,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/İzmir,1,0.100354,6540.0,0.001799,0.077524,0.05025,0.134135,0.056701,1.0,3550.097641,0.000164,1.0,0.6549814912409576
http://dbpedia.org/resource/Henry_Moseley,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Weymouth,_Dorset",1,0.141226,1484.0,0.008403,0.078466,0.013,0.122434,0.051134,1.0,2152.343521,0.000142,1.0,0.6549814912409576
http://dbpedia.org/resource/Eduard_von_Böhm-Ermolli,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ancona,1,0.0,1573.0,0.0,0.060211,0.000375,0.053938,0.035048,0.0,31.811099,2.1e-05,0.0,0.4512204635973079
http://dbpedia.org/resource/Henry_I_of_England,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Lyons-la-Forêt,1,0.0,66.0,0.0,0.08401,0.0,0.067183,0.032814,1.0,-18.354823,0.000539,1.0,0.5846544891540842
http://dbpedia.org/resource/Irenaeus,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Lyon,1,0.648658,12696.0,0.001873,0.102502,0.090875,0.296869,0.092589,1.0,4319.606404,0.00092,0.0,0.3256628416554516
http://dbpedia.org/resource/F._F._E._Yeo-Thomas,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,1,0.0,80536.0,0.0,0.059228,0.02775,0.078213,0.037793,1.0,3290.044711,7.2e-05,0.0,0.4169036822777122
http://dbpedia.org/resource/Eugene_Wigner,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Princeton,_New_Jersey",1,0.0,7845.0,0.0,0.084006,0.002,0.082181,0.064601,1.0,314.774106,0.000153,1.0,0.516774746051003
http://dbpedia.org/resource/Anton_Chekhov,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Badenweiler,1,0.0,1188.0,0.0,0.100484,0.0005,0.122548,0.048992,1.0,61.520854,4.2e-05,1.0,0.516774746051003
"http://dbpedia.org/resource/Diana,_Princess_of_Wales",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,1,0.352956,221474.0,9.9e-05,0.076627,0.002625,0.13376,0.0513,1.0,27.666072,0.00011,1.0,0.5344310750501664
http://dbpedia.org/resource/Abd_al-Rahman_I,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Córdoba,_Spain",1,0.0,1680.0,0.0,0.072711,0.0,0.09318,0.043867,1.0,-13.685016,6.9e-05,1.0,0.5139726137364785
http://dbpedia.org/resource/Frank_Capra,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Bisacquino,1,0.0,396.0,0.0,0.062421,0.0,0.057954,0.036735,0.0,-15.769869,1.3e-05,0.0,0.4108142054865462
"http://dbpedia.org/resource/Albert_VII,_Archduke_of_Austria",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Brussels,1,0.0,29040.0,0.0,0.088681,0.00025,0.099415,0.070735,1.0,34.054133,0.000163,1.0,0.516774746051003
http://dbpedia.org/resource/Catherine_of_Aragon,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Huntingdonshire,1,0.0,885.0,0.0,0.062229,0.0,0.061087,0.034572,1.0,-14.609705,8.5e-05,1.0,0.5139726137364785
http://dbpedia.org/resource/C._S._Forester,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Fullerton,_California",1,0.0,5376.0,0.0,0.049811,0.0,0.056252,0.031826,1.0,-12.007066,3.1e-05,1.0,0.5139726137364785
http://dbpedia.org/resource/John_von_Neumann,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Washington,_D.C.",1,0.084576,1187272.0,0.000121,0.067315,0.559,0.108658,0.070058,1.0,1556.222109,7.9e-05,1.0,0.5065073367274882
"http://dbpedia.org/resource/Christina,_Queen_of_Sweden",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Rome,1,0.0,37806.0,0.0,0.051437,0.0,0.074796,0.039977,1.0,-9.193915,2.2e-05,1.0,0.5186241221650851
http://dbpedia.org/resource/James_Clavell,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Sydney,1,0.0,121396.0,0.0,0.055217,0.000125,0.093066,0.049942,0.0,8.386392,1.3e-05,1.0,0.8173796010628925
http://dbpedia.org/resource/Henry_Moseley,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Gelibolu,1,0.0,336.0,0.0,0.075922,0.000875,0.096501,0.038365,1.0,151.950499,6.5e-05,1.0,0.516774746051003
http://dbpedia.org/resource/George_Frideric_Handel,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,1,0.096664,364832.0,4.4e-05,0.063236,0.91125,0.151815,0.06881,1.0,2348.902413,0.000164,1.0,0.5344310750501664
http://dbpedia.org/resource/Gregory_Bateson,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/San_Francisco,1,0.217147,262150.0,0.000185,0.073474,0.005375,0.113481,0.071448,1.0,449.960038,8.1e-05,1.0,0.5344310750501664
http://dbpedia.org/resource/Fay_Wray,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/New_York_City,1,0.276938,1415469.0,4.2e-05,0.068044,0.009875,0.182801,0.074588,1.0,1091.232642,2.8e-05,1.0,0.5065073367274882
http://dbpedia.org/resource/Alfred_Hitchcock,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Bel_Air,_Los_Angeles",1,0.378095,3330.0,0.016,0.122034,0.01,0.187989,0.071753,1.0,984.435873,0.00014,1.0,0.4946184480400608
http://dbpedia.org/resource/Frank_Capra,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/La_Quinta,_California",1,0.0,1716.0,0.0,0.065209,0.00025,0.062652,0.046117,1.0,26.399012,8.6e-05,1.0,0.516774746051003
http://dbpedia.org/resource/Eduard_von_Böhm-Ermolli,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Opava,1,0.0,1023.0,0.0,0.060184,0.0,0.062368,0.033384,1.0,-14.400655,3.2e-05,1.0,0.5139726137364785
http://dbpedia.org/resource/James_Clavell,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Vevey,1,0.0,1628.0,0.0,0.078017,0.001375,0.108605,0.039651,1.0,204.836932,7.1e-05,1.0,0.516774746051003
http://dbpedia.org/resource/Hawley_Harvey_Crippen,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Coldwater,_Michigan",1,0.0,260.0,0.0,0.047743,0.0,0.05043,0.022905,0.0,-16.376854,2.8e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/John_A._Macdonald,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Glasgow,1,0.108585,295945.0,0.000217,0.061555,0.18,0.096233,0.057859,1.0,11211.510585,4.4e-05,1.0,0.6549814912409576
http://dbpedia.org/resource/Bernardo_O'Higgins,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chillán,1,0.558111,903.0,0.015873,0.152603,0.003875,0.2766,0.139495,1.0,252.851295,0.001269,1.0,0.6549814912409576
http://dbpedia.org/resource/Alexander_Kerensky,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/New_York_City,1,0.100422,743721.0,4.2e-05,0.067251,1.107375,0.115608,0.06948,1.0,2424.559422,4.8e-05,1.0,0.5277424785589382
http://dbpedia.org/resource/Eugene_Wigner,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Budapest,1,0.941137,61935.0,0.000966,0.082244,0.144,0.143961,0.091273,1.0,4210.507274,0.000739,1.0,0.6549814912409576
http://dbpedia.org/resource/Jean-Jacques_Rousseau,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ermenonville,1,0.0,260.0,0.0,0.072277,0.001,0.062305,0.025771,1.0,122.381917,0.00081,1.0,0.516774746051003
http://dbpedia.org/resource/Adelaide_of_Italy,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Alsace,1,0.0,2223.0,0.0,0.07767,0.001375,0.100321,0.059514,1.0,201.066982,9.3e-05,1.0,0.516774746051003
http://dbpedia.org/resource/Emma_Goldman,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Kaunas,1,0.231616,13792.0,0.002165,0.087846,0.01125,0.176825,0.059434,1.0,1150.688073,0.00015,1.0,0.6549814912409576
http://dbpedia.org/resource/Alfred_Hitchcock,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/London,1,1.347941,2052180.0,0.000131,0.077039,0.062125,0.262126,0.098433,1.0,3008.368136,0.000144,1.0,0.6549814912409576
http://dbpedia.org/resource/Joe_Strummer,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Broomfield,_Somerset",1,0.0,715.0,0.0,0.059163,0.000125,0.054807,0.023438,1.0,-2.521487,4.3e-05,1.0,0.516774746051003
http://dbpedia.org/resource/F._F._E._Yeo-Thomas,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/London,1,0.0,182416.0,0.0,0.056492,0.007,0.07655,0.043262,0.0,779.463507,4.7e-05,1.0,0.8164454978020229
"http://dbpedia.org/resource/Christina,_Queen_of_Sweden",http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Stockholm,1,0.0,25890.0,0.0,0.065548,0.00025,0.081884,0.041565,0.0,32.004449,0.000546,0.0,0.4480191728013845
http://dbpedia.org/resource/Aaliyah,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Brooklyn,1,0.366699,334962.0,0.00032,0.074237,0.169,0.161752,0.063983,1.0,2198.101318,0.000121,1.0,0.6549814912409576
"http://dbpedia.org/resource/Diana,_Princess_of_Wales",http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Sandringham,_Norfolk",1,0.0,110.0,0.0,0.14522,0.00175,0.153564,0.066223,0.0,451.637249,0.000884,0.0,0.4480191728013845
http://dbpedia.org/resource/Joseph_Conrad,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bishopsbourne,1,0.123816,192.0,0.027027,0.092011,0.00375,0.107904,0.040679,1.0,149.336756,0.000957,1.0,0.4946184480400608
http://dbpedia.org/resource/Amerigo_Vespucci,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Seville,1,0.0,5416.0,0.0,0.071116,0.00125,0.128862,0.048388,1.0,226.454277,5.3e-05,1.0,0.516774746051003
http://dbpedia.org/resource/John_Stuart_Mill,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/London_Borough_of_Islington,1,0.096664,5670.0,0.006667,0.06469,0.00475,0.086751,0.032693,0.0,257.611134,0.000158,1.0,0.6549814912409576
http://dbpedia.org/resource/Henry_I_of_England,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Selby,1,0.0,1298.0,0.0,0.060528,0.00025,0.06744,0.027168,0.0,14.894906,0.000177,0.0,0.4480191728013845
http://dbpedia.org/resource/Benoit_Mandelbrot,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Cambridge,_Massachusetts",1,0.0,15924.0,0.0,0.081741,0.001375,0.094014,0.058357,1.0,286.772112,4.5e-05,1.0,0.516774746051003
"http://dbpedia.org/resource/Francis_II,_Holy_Roman_Emperor",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Vienna,1,0.936018,127710.0,0.000513,0.08818,0.01,0.099847,0.084247,1.0,577.921317,0.000196,1.0,0.4946184480400608
http://dbpedia.org/resource/Amerigo_Vespucci,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Florence,1,0.207457,9504.0,0.000837,0.077518,0.026625,0.162388,0.052621,1.0,10153.784083,0.000239,1.0,0.6549814912409576
http://dbpedia.org/resource/Bernardo_O'Higgins,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Lima,1,0.937034,34986.0,0.001187,0.097944,0.006875,0.303154,0.11598,1.0,423.898753,0.000686,1.0,0.4946184480400608
http://dbpedia.org/resource/Abbas_II_of_Egypt,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Geneva,1,0.0,9126.0,0.0,0.066441,0.00025,0.100477,0.033979,1.0,27.564951,1.8e-05,1.0,0.5190070878513596
http://dbpedia.org/resource/Catherine_of_Aragon,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Alcalá_de_Henares,1,0.0,355.0,0.0,0.056907,0.0,0.064271,0.021209,0.0,-15.927549,4.3e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/John_Stuart_Mill,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Avignon,1,0.417032,15876.0,0.003623,0.11526,0.006125,0.253583,0.087788,1.0,1164.859764,0.000156,1.0,0.4946184480400608
http://dbpedia.org/resource/Douglas_Adams,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Cambridge,1,0.144453,56154.0,0.000838,0.066815,0.04475,0.123384,0.046232,1.0,3074.043314,7.5e-05,1.0,0.6549814912409576
http://dbpedia.org/resource/John_Peel,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cusco,1,0.0,1000.0,0.0,0.047338,0.0,0.047579,0.022698,1.0,-14.43346,8e-06,1.0,0.5443373008075317
http://dbpedia.org/resource/Joris_Ivens,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,1,0.0,231541.0,0.0,0.064847,0.007625,0.123564,0.070293,1.0,4492.551394,0.000203,1.0,0.516774746051003
http://dbpedia.org/resource/John_Peel,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Heswall,1,0.0,190.0,0.0,0.062256,0.000375,0.068834,0.029344,0.0,24.854793,0.000215,0.0,0.4480191728013845
http://dbpedia.org/resource/Alfonso_IV_of_Aragon,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Barcelona,1,0.0,27440.0,0.0,0.073844,0.0005,0.127073,0.041681,1.0,215.890256,6.1e-05,1.0,0.516774746051003
http://dbpedia.org/resource/Ernst_Mayr,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Bedford,_Massachusetts",1,0.0,816.0,0.0,0.058851,0.0,0.053314,0.02719,1.0,-14.726814,5.9e-05,1.0,0.5139726137364785
http://dbpedia.org/resource/Cornelius_Johnson_(artist),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/London,1,0.096664,91208.0,4.4e-05,0.055645,0.91525,0.108923,0.038072,1.0,2669.252482,6.3e-05,0.0,0.3685425054576195
http://dbpedia.org/resource/Fay_Wray,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Alberta,1,0.0,328689.0,0.0,0.055191,0.0,0.084878,0.029596,0.0,-6.083372,1.1e-05,0.0,0.4512204635973079
http://dbpedia.org/resource/Austen_Henry_Layard,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Paris,1,0.213578,151005.0,9.9e-05,0.067118,0.009625,0.166115,0.045956,1.0,1172.896717,0.000118,1.0,0.6549814912409576
http://dbpedia.org/resource/Frédéric_Bastiat,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Bayonne,1,0.090548,2533.0,0.006061,0.058658,0.01575,0.082435,0.035427,1.0,1376.148305,0.00027,1.0,0.6549814912409576
http://dbpedia.org/resource/André_Weil,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Paris,1,0.616485,181206.0,0.000298,0.073085,0.081625,0.109896,0.057688,1.0,13835.575151,0.00032,0.0,0.341486972553597
http://dbpedia.org/resource/Joseph_Conrad,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Berdychiv,1,0.0,1408.0,0.0,0.068299,0.001625,0.092104,0.033671,1.0,197.125284,3.8e-05,1.0,0.8173796010628925
http://dbpedia.org/resource/George_Frideric_Handel,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Halle_(Saale),1,1.530224,3824.0,0.011905,0.132012,0.010375,0.354104,0.154054,1.0,559.157744,0.001328,1.0,0.6549814912409576
http://dbpedia.org/resource/Ivan_Bunin,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Voronezh,1,0.0,3906.0,0.0,0.063488,0.0045,0.092104,0.040782,0.0,663.183629,0.000774,1.0,0.8164454978020229
http://dbpedia.org/resource/Jean-Jacques_Rousseau,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Geneva,1,0.0,131820.0,0.0,0.075759,0.017,0.156517,0.088318,1.0,5414.03682,4.6e-05,1.0,0.8173796010628925
http://dbpedia.org/resource/Carlo_Goldoni,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Venice,1,1.080865,9852.0,0.002407,0.113519,0.04125,0.331983,0.106547,1.0,8706.816903,0.001696,1.0,0.6549814912409576
http://dbpedia.org/resource/Joe_Strummer,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ankara,1,0.0,70850.0,0.0,0.054327,0.0015,0.066486,0.031336,0.0,141.703714,9e-06,0.0,0.4108142054865462
http://dbpedia.org/resource/Carlo_Goldoni,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,1,0.0,120804.0,0.0,0.061882,0.003,0.121474,0.05257,1.0,564.08977,5.2e-05,0.0,0.4169036822777122
http://dbpedia.org/resource/Ambrose,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Trier,1,0.0,3150.0,0.0,0.079408,0.0005,0.085607,0.044981,0.0,39.572881,9.1e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Alfonso_IV_of_Aragon,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Naples,1,0.0,16030.0,0.0,0.065329,0.0,0.086678,0.040682,0.0,-10.431199,0.000261,0.0,0.4480191728013845
http://dbpedia.org/resource/André_Weil,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Princeton,_New_Jersey",1,0.0,9414.0,0.0,0.071613,0.005375,0.086969,0.053066,1.0,703.115319,7.7e-05,0.0,0.4169036822777122
http://dbpedia.org/resource/Emma_Goldman,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Kaunas,0,0.231616,13792.0,0.002165,0.087846,0.01125,0.156095,0.053252,0.0,1150.688073,0.000126,0.0,0.3256746277545895
http://dbpedia.org/resource/John_A._Roebling,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Mühlhausen,0,0.0,231.0,0.0,0.095347,0.0,0.089301,0.046612,1.0,-16.547472,6.4e-05,1.0,0.516774746051003
http://dbpedia.org/resource/James_Clavell,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Sydney,0,0.0,121396.0,0.0,0.055217,0.000125,0.104018,0.04662,1.0,8.386392,1.4e-05,0.0,0.4162815757962307
http://dbpedia.org/resource/Ambrose,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Milan,0,0.0,70025.0,0.0,0.087545,0.0095,0.174781,0.106516,0.0,2126.031858,0.001616,0.0,0.4480191728013845
http://dbpedia.org/resource/Frank_Capra,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bisacquino,0,0.0,396.0,0.0,0.062421,0.0,0.054004,0.033487,1.0,-15.769869,1.8e-05,1.0,0.5186241221650851
