subject,predicate,object,truth,adamic_adar,katz,jaccard,simrank,kl_rel,degree_product,pra,ks,kl,pathent,predpath,ensemble_score
http://dbpedia.org/resource/Death_to_Smoochy,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Danny_DeVito,1,0.0,0.032125,0.0,2.5e-05,0.888714,1020.0,0.0,0.212574,0.177779,10097.875378,0.0,0.17091206434441253
http://dbpedia.org/resource/Dangerous_Dan_McFoo,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Tex_Avery,1,0.0,0.020375,0.0,0.00024,0.138654,822.0,1.0,0.076038,0.08914,3531.900736,1.0,0.9601397489728993
http://dbpedia.org/resource/All_Together_(1942_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Jack_King_(animator),1,0.0,0.018125,0.0,3e-05,0.123568,511.0,1.0,0.076668,0.088637,2911.788202,1.0,0.9601397489728993
http://dbpedia.org/resource/Uzhaippali,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/P._Vasu,1,0.0,0.04,0.0,0.000264,0.917028,348.0,1.0,0.202511,0.182952,6294.009226,1.0,0.9628700180612644
http://dbpedia.org/resource/Bowery_Bugs,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Arthur_Davis_(animator),1,0.161383,0.01775,0.017857,0.000682,0.148613,306.0,1.0,0.072199,0.099806,2706.533439,1.0,0.959995703168602
http://dbpedia.org/resource/Anandam,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Srinu_Vaitla,1,0.0,0.014,0.0,0.000375,0.917028,242.0,1.0,0.3373,0.244436,11821.604648,1.0,0.9628480796001954
http://dbpedia.org/resource/Samuel_Greenhouse,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/The_Bronx,1,0.0,0.00025,0.0,9.2e-05,0.068574,15656.0,1.0,0.040858,0.058686,14.556291,1.0,0.9598701451328878
http://dbpedia.org/resource/Rogers_H._Wright,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Hoxie,_Arkansas",1,0.125508,0.002875,0.083333,0.003966,0.109293,40.0,1.0,0.02779,0.090522,40.052331,1.0,0.9562905112584614
http://dbpedia.org/resource/Richard_Woodcock,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Oregon,1,0.442055,0.114,0.000461,0.000169,0.123393,51888.0,1.0,0.04729,0.079952,5169.520802,1.0,0.9599398995971735
http://dbpedia.org/resource/William_Healey_Dall,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,1,0.239556,0.015875,0.000173,2.3e-05,0.105308,897280.0,1.0,0.063008,0.072431,1777.695835,1.0,0.959995703168602
http://dbpedia.org/resource/Thomas_D._Cook,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Birkenhead,1,0.090748,0.03725,0.00177,6e-05,0.083068,5560.0,1.0,0.028097,0.054525,29160.954528,1.0,0.9548928699801513
http://dbpedia.org/resource/Yves_Meyer,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/France,1,1.301276,11.6405,6.4e-05,0.003829,0.871134,750744.0,0.0,0.138116,0.083029,7349.250183,1.0,0.957305729494254
http://dbpedia.org/resource/Leo_Postman,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Saint_Petersburg,1,0.094737,0.1805,0.000276,0.000114,0.085893,28928.0,1.0,0.032111,0.053736,2777.565155,1.0,0.9558596559923871
http://dbpedia.org/resource/William_Shadish,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_(state),1,0.0,0.31675,0.0,0.000189,0.095915,147833.0,1.0,0.044751,0.058146,3183.176759,1.0,0.9599398995971735
http://dbpedia.org/resource/Thomas_Oakland,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Wisconsin,1,0.270294,0.517375,0.000285,0.000286,0.152286,70070.0,1.0,0.042971,0.06562,2228.207804,1.0,0.9598701451328878
http://dbpedia.org/resource/Robert_Bentley_(botanist),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Hitchin,1,0.136789,0.020125,0.008065,0.000472,0.119085,600.0,1.0,0.027892,0.076347,8480.441562,1.0,0.9548928699801513
http://dbpedia.org/resource/Peter_F._Green,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Jamaica,1,0.0,0.0,0.0,1.5e-05,0.06426,9198.0,1.0,0.030689,0.051667,-11.232361,1.0,0.9556076398633548
http://dbpedia.org/resource/Micha_Sharir,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Israel,1,1.648047,2.213,0.001122,0.000519,0.858573,96048.0,1.0,0.250891,0.10436,4457.823527,0.0,0.1884227265303267
http://dbpedia.org/resource/Paul_Milgrom,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Michigan,1,0.120377,0.34075,0.000123,0.000147,0.105382,138142.0,1.0,0.045018,0.064097,3014.289381,1.0,0.9599398995971735
http://dbpedia.org/resource/Stephanie_Kwolek,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Pennsylvania,1,0.124076,0.179,6.8e-05,0.000316,0.108205,175668.0,1.0,0.047492,0.062093,3940.950918,1.0,0.9599398995971735
http://dbpedia.org/resource/Leon_Kass,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chicago,1,0.106192,0.634375,9.3e-05,9.7e-05,0.094349,85672.0,1.0,0.036968,0.060522,2662.783074,1.0,0.9594994391000095
http://dbpedia.org/resource/Xiaowei_Zhuang,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Max_Delbruck_Prize,1,0.0,0.000875,0.0,7.6e-05,0.101938,130.0,1.0,0.0482,0.089014,136.256277,0.0,0.19282858886076565
http://dbpedia.org/resource/Saul_Perlmutter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Shaw_Prize,1,0.0,0.00425,0.0,0.000138,0.139396,682.0,1.0,0.091215,0.108442,550.771511,1.0,0.9621527815858628
http://dbpedia.org/resource/Robert_Bell_(geologist),http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Cullum_Geographical_Medal,1,0.0,0.000125,0.0,3.5e-05,0.057879,88.0,1.0,0.027534,0.084141,3.185388,0.0,0.19316019679004193
